ticker,market,date_pulling,industry,sector,enterpriseValue,totalCashPerShare,profitMargins,priceToBook,debtToEquity,returnOnEquity,currentRatio,trailingEps,Total Non Current Assets,Working Capital,Operating Income,ttm_latest,Free Cash Flow,avg_MF_ROC,beta,price_current,price_past,MF_EarningYield,current_MF_ROC,FCF_Yield,PE_offset_Cash,PE,PriceIndex_6m,percenFCFpersharetoprice,MF_Rank_EY,MF_Rank_ROC,MF_Rank,clusterno_kmeans
PLD,sp500,2025-02-05,REIT - Industrial,Real Estate,145402232832.0,0.843,0.37427,2.0670917,57.079,0.05662,0.623,3.32,94798338000.0,-1362021000.0,2827712000.0,2024-09-30,1260649000.0,0.029,0.6648975896659925,118.30999755859376,117.04166412353516,0.0194475142845102,0.0302635216240383,0.0086700800630522,35.38162577066077,35.635541433311374,1.0108365977582128,0.0071253488073355,34.0,16.0,50.0,1
LRCX,sp500,2025-02-05,Semiconductor Equipment & Materials,Technology,95610675200.0,4.716,0.2602,12.2,58.827,0.49116,2.525,3.28,6227069000.0,8262551000.0,4796231000.0,2024-12-31,1005738000.0,0.3608,2.009202494824017,79.91000366210938,76.57025146484375,0.0501641787380662,0.3310115103087589,0.0105190973486609,22.92500111649676,24.362805994545543,1.0436168372621712,0.0590163907380243,238.0,365.0,603.0,2
ANET,sp500,2025-02-05,Computer Hardware,Technology,28015460352.0,23.587,0.40293998,3.8248315,0.755,0.33833998,4.468,2.1,1968783000.0,8443566000.0,2784878000.0,2024-09-30,1076641000.0,0.2339,2.3356299940839857,112.31999969482422,78.73249816894531,0.0994050415381159,0.2674591487473192,0.038430244817417,42.25380937848772,53.48571414039248,1.4266027664180854,0.2099982199437889,367.0,335.0,702.0,4
UPS,sp500,2025-02-05,Integrated Freight & Logistics,Industrials,134372777984.0,7.101,0.062480003,5.655804,155.425,0.31422,1.145,6.78,50999000000.0,2183000000.0,8019000000.0,2024-09-30,857500000.0,0.2089,0.4122655990086645,111.7699966430664,122.92277526855467,0.0596772658890392,0.1507840998834192,0.0063815008729082,15.437905109596814,16.48525024234018,0.9092700388424982,0.0635322556434961,281.0,290.0,571.0,0
ADI,sp500,2025-02-05,Semiconductors,Technology,116578631680.0,5.127,0.17068,2.9065845,23.07,0.04658,1.687,3.3,42743623000.0,2496374000.0,2070056000.0,2024-10-31,793274000.0,0.0608,1.6531360618814204,206.00999450683597,198.93197631835935,0.0177567361202364,0.0457572090466761,0.0068046261014409,60.87363469904119,62.42727106267756,1.035580092851183,0.0248871420645073,29.0,70.0,99.0,1
KLAC,sp500,2025-02-05,Semiconductor Equipment & Materials,Technology,101503647744.0,34.612,0.28921,29.90462,191.76,0.90577006,2.132,24.05,5229092000.0,5634346000.0,4146235000.0,2024-12-31,846018500.0,0.3511,2.076362768534697,749.3200073242188,700.2523803710938,0.0408481378960598,0.3816687682113158,0.0083348580942994,29.71758866212968,31.15675706129808,1.0700713461725355,0.0461912129152904,160.0,372.0,532.0,2
KKR,sp500,2025-02-05,Asset Management,Financial Services,195131277312.0,43.774,0.107530005,5.5015106,83.045,0.08284,0.851,2.96,138044023000.0,167930013000.0,994750000.0,2024-09-30,2581513000.0,0.0111,1.7570763104739713,149.3000030517578,105.93183135986328,0.005097850092015,0.0032510928476297,0.013229621799033,35.650676706674936,50.43919022018845,1.4093969785584806,0.2931949035849977,5.0,2.0,7.0,1
MMC,sp500,2025-02-05,Insurance Brokers,Financial Services,120882864128.0,3.661,0.16822,8.002225,106.462,0.32048,1.137,8.32,27578000000.0,2682000000.0,5778000000.0,2024-09-30,1487000000.0,0.1553,0.2162687535551022,223.07000732421875,214.6946258544922,0.0477983380165596,0.1909451421017845,0.0123011645258955,26.37127491877629,26.81129895723783,1.0390106712564056,0.0164118881059566,224.0,281.0,505.0,2
MDT,sp500,2025-02-05,Medical Devices,Healthcare,132568342528.0,6.115,0.12055001,2.3756921,57.859,0.07948,2.133,3.28,67604000000.0,10243000000.0,5744000000.0,2024-10-31,510000000.0,0.0685,0.3331763948413407,90.97000122070312,79.01766204833984,0.0433285948248677,0.0737857592456999,0.0038470723120965,25.870427201433884,27.73475646972656,1.151261614967187,0.0672199617230337,185.0,113.0,298.0,5
PANW,sp500,2025-02-05,Software - Infrastructure,Technology,126756487168.0,7.92,0.3211,11.53314,27.28,0.74517995,0.892,3.87,14131900000.0,-1160000000.0,755200000.0,2024-10-31,965400000.0,0.0014,1.359225375172001,183.3999938964844,147.08999633789062,0.005957880475175,0.0582181484593621,0.0076161782451456,45.343667673510176,47.39017930141715,1.2468556561466189,0.043184298056576,8.0,17.0,25.0,1
ADP,sp500,2025-02-05,Software - Application,Technology,124228272128.0,16.612,0.19715,27.341831,176.65,0.87263,1.014,9.51,9842300000.0,-48700000.0,4111700000.0,2024-12-31,850400000.0,0.3965,0.5388136382764698,304.6700134277344,255.51792907714844,0.0330979408275393,0.4198354027119751,0.0068454626747426,30.29001192720656,32.03680477683852,1.1923625654297842,0.0545245651618427,102.0,377.0,479.0,4
DE,sp500,2025-02-05,Farm & Heavy Construction Machinery,Industrials,171760975872.0,21.206,0.14698,5.602852,288.043,0.35481,2.078,25.93,29653000000.0,39333000000.0,11427000000.0,2024-10-31,2786500000.0,0.173,0.62204023546084,472.2699890136719,342.3163757324219,0.0665284995150216,0.165642304235642,0.0162231262709904,17.395448862848895,18.21326606300316,1.3796301389415,0.0449022815197052,308.0,278.0,586.0,4
AMT,sp500,2025-02-05,REIT - Specialty,Real Estate,135224197120.0,4.602,0.09942,23.627615,439.338,0.17691,0.481,4.12,59417200000.0,-3669900000.0,4806600000.0,2024-09-30,1029000000.0,0.0606,-0.1938614722579519,184.1300048828125,222.57891845703125,0.0355454134864232,0.0862212160947705,0.0076095848370011,43.57475846670206,44.6917487579642,0.8272571641521329,0.0249932106553133,121.0,117.0,238.0,5
BMY,sp500,2025-02-05,Drug Manufacturers - General,Healthcare,163306799104.0,3.991,-0.15301,6.9939666,299.052,-0.3133,1.24,-3.53,65595000000.0,5437000000.0,7280000000.0,2024-09-30,3665500000.0,0.0884,0.0880951772208784,59.119998931884766,46.54936218261719,0.0445786705755209,0.1024890190336749,0.02244548310365,-15.617280150675573,-16.74787505152543,1.2700496023973835,0.0675067671195028,194.0,161.0,355.0,4
FI,sp500,2025-02-05,Information Technology Services,Technology,146691768320.0,2.158,0.15222,4.400033,89.406,0.10618,1.066,5.12,54667000000.0,1560000000.0,5662000000.0,2024-09-30,1414500000.0,0.0529,0.6225918774897089,214.22000122070312,154.77000427246094,0.03859793950843,0.1006989524605616,0.0096426678620053,41.41835961341858,41.83984398841858,1.3841183388713032,0.0100737558944213,141.0,124.0,265.0,1
SO,sp500,2025-02-05,Utilities - Regulated Electric,Utilities,158831919104.0,0.929,0.17867,2.7377427,176.35,0.12713,0.908,4.25,132916000000.0,-1125000000.0,7217000000.0,2024-09-30,934000000.0,0.0422,-0.1230492550315077,83.19999694824219,85.15348815917969,0.0454379701555733,0.0547609472573999,0.0058804301129701,19.357881634880517,19.576469870174638,0.9770591756935924,0.0111658657941769,210.0,56.0,266.0,5
MDLZ,sp500,2025-02-05,Confectioners,Consumer Defensive,93988339712.0,1.134,0.10556,2.694191,73.232,0.13552,0.626,2.76,58990000000.0,-7872000000.0,6146000000.0,2024-09-30,722000000.0,0.0868,0.1072260037172644,56.119998931884766,68.03175354003906,0.065391090201536,0.1202316209554364,0.0076818039579415,19.92246338111767,20.333332946335062,0.8249088993253156,0.0202067003133122,306.0,180.0,486.0,0
GILD,sp500,2025-02-05,Drug Manufacturers - General,Healthcare,138589585408.0,5.374,0.00445,6.608889,126.415,0.00561,1.26,0.09,39744000000.0,3055000000.0,7641000000.0,2024-09-30,2681500000.0,0.1879,0.3608597214770338,97.98999786376952,73.5191879272461,0.0551340129743899,0.1785322086964648,0.0193484957192549,1029.0666429307726,1088.7777540418838,1.3328492958972769,0.0548423320456767,266.0,292.0,558.0,4
ICE,sp500,2025-02-05,Financial Data & Stock Exchanges,Financial Services,112280797184.0,1.315,0.26525998,3.3580644,78.899,0.09408,1.002,4.17,50506000000.0,133000000.0,4313000000.0,2024-09-30,881500000.0,0.0826,0.4739521021099228,159.32000732421875,147.9359588623047,0.0384126236023429,0.0851715081261478,0.0078508527024032,37.89088904657524,38.20623676839778,1.0769525445298265,0.0082538283928392,138.0,134.0,272.0,5
SHW,sp500,2025-02-05,Specialty Chemicals,Basic Materials,102179545088.0,0.951,0.11094,21.56105,291.114,0.64452004,0.828,10.55,17994000000.0,-1243800000.0,3763000000.0,2024-09-30,895700000.0,0.19,0.7516519240038315,357.5899963378906,337.7869873046875,0.0368273317008721,0.2246540339816838,0.0087659423344329,33.80464420264366,33.894786382738445,1.0586257309413185,0.0026594703703662,127.0,310.0,437.0,2
DUK,sp500,2025-02-05,Utilities - Regulated Electric,Utilities,173587202048.0,0.487,0.14534001,1.8022538,169.205,0.088369995,0.697,5.53,171424000000.0,-5285000000.0,7666000000.0,2024-09-30,247000000.0,0.0402,-0.049734141549565,112.43000030517578,108.94597625732422,0.0441622418562873,0.0461420858437814,0.0014229159585837,20.24285719804264,20.33092229750014,1.031979373332912,0.0043315840850138,191.0,42.0,233.0,5
MCO,sp500,2025-02-05,Financial Data & Stock Exchanges,Financial Services,94367277056.0,17.74,0.29046,22.886248,197.861,0.54016,1.667,10.85,10376000000.0,2158000000.0,2891000000.0,2024-09-30,612000000.0,0.2135,0.6674627181655791,493.1300048828125,438.5876159667969,0.0306356195727085,0.2306526248603797,0.0064852989202689,43.8147469938076,45.449770035282256,1.1243591632102643,0.035974286343042,82.0,322.0,404.0,4
SNPS,sp500,2025-02-05,Software - Infrastructure,Technology,89040527360.0,12.982,0.23111999,10.43856,8.7,0.21819,2.023,9.33,6603895000.0,3819546000.0,1362705000.0,2024-10-31,486915500.0,0.1516,1.9968432483099323,523.8800048828125,487.8399963378906,0.0153043231032363,0.1307346585451004,0.005468470531754,54.75862860480306,56.15005411391345,1.0738766989493818,0.0247804838493577,22.0,237.0,259.0,5
CL,sp500,2025-02-05,Household & Personal Products,Consumer Defensive,81601126400.0,1.829,0.14264,162.59398,1009.091,4.87923,1.043,3.49,10968000000.0,241000000.0,4377000000.0,2024-09-30,953000000.0,0.3378,-0.0972262646699618,86.5,99.9014129638672,0.0536389654542807,0.390489784994201,0.0116787603559354,24.26103151862464,24.78510028653295,0.8658536194206354,0.0211445086705202,261.0,371.0,632.0,0
ZTS,sp500,2025-02-05,Drug Manufacturers - Specialty & Generic,Healthcare,82763661312.0,3.799,0.26552,14.859806,129.442,0.47303,3.691,5.32,8075000000.0,4580000000.0,3336000000.0,2024-09-30,577000000.0,0.2316,0.3149202951620709,172.24000549316406,173.8810577392578,0.0403075449673987,0.2636112208613196,0.0069716587068912,31.66184313781279,32.375940882173694,0.9905622138062068,0.0220564321809126,156.0,333.0,489.0,2
WM,sp500,2025-02-05,Waste Management,Industrials,100138147840.0,1.53,0.12349,11.174045,208.894,0.35025,0.891,6.75,30471000000.0,-520000000.0,4240000000.0,2024-09-30,532000000.0,0.1188,0.4109917852428698,222.13999938964844,200.1405792236328,0.0423415061238664,0.1415645554405529,0.0053126606740322,32.68296287254051,32.909629539207174,1.109919838602215,0.0068875484118295,172.0,221.0,393.0,5
GD,sp500,2025-02-05,Aerospace & Defense,Industrials,81148698624.0,7.653,0.07903,3.0762887,48.609,0.16952999,1.316,13.67,31569000000.0,6186000000.0,4661000000.0,2024-09-30,914000000.0,0.1148,0.5760175747145421,257.42999267578125,283.0257568359375,0.0574377664587894,0.1234538471725599,0.0112632736630194,18.27190875462921,18.83174781827222,0.9095638345912332,0.0297284707211196,274.0,204.0,478.0,0
APH,sp500,2025-02-05,Electronic Components,Technology,91647270912.0,1.313,0.15403,8.889314,57.565,0.25293,1.992,1.91,11812800000.0,3871100000.0,3024700000.0,2024-09-30,498400000.0,0.1856,1.7764989048507578,69.70999908447266,58.110198974609375,0.0330037105295184,0.1928538182467371,0.0054382415869051,35.80994716464537,36.49738171961919,1.1996172843072124,0.0188351745408709,100.0,299.0,399.0,4
EQIX,sp500,2025-02-05,REIT - Specialty,Real Estate,105618104320.0,28.77,0.12571,6.563277,140.964,0.08267,1.054,11.18,30383000000.0,685000000.0,1571261000.0,2024-09-30,149000000.0,0.0449,0.6835251142531942,924.280029296875,760.6906127929688,0.0148768150130721,0.0505749002188747,0.0014107429872871,80.09928705696557,82.67263231635734,1.215053812618073,0.0311269302463303,19.0,53.0,72.0,1
CTAS,sp500,2025-02-05,Specialty Business Services,Industrials,85166866432.0,0.251,0.16795,18.824247,70.573,0.40462002,1.533,4.11,6196138000.0,1162624000.0,2220815000.0,2024-11-30,356899500.0,0.2461,0.7739990212439999,200.6100006103516,184.24777221679688,0.0260760445116666,0.3017919318494061,0.0041905909534074,48.74914856699551,48.81021912660621,1.088805569786222,0.0012511838853314,56.0,350.0,406.0,5
TT,sp500,2025-02-05,Building Products & Equipment,Industrials,85273182208.0,8.566,0.12729,10.545535,69.203,0.35146,1.222,11.2,12804000000.0,1470800000.0,3374800000.0,2024-09-30,918650000.0,0.1688,1.107622913472572,355.489990234375,313.4403076171875,0.0395763347000247,0.2364166222994367,0.0107730235487073,30.975356270926344,31.74017769949777,1.1341553131339568,0.0240963184205339,148.0,306.0,454.0,2
CDNS,sp500,2025-02-05,Software - Application,Technology,82072289280.0,10.724,0.23868,18.010098,61.911,0.27072,2.448,3.81,5067108000.0,2424929000.0,1254663000.0,2024-09-30,255110500.0,0.2571,1.932033928973032,299.6700134277344,246.83999633789065,0.0152872913745534,0.1674662044514729,0.0031083633981459,75.83884866869668,78.65354683142634,1.2140253519430724,0.035786029697583,21.0,315.0,336.0,4
PH,sp500,2025-02-05,Specialty Industrial Machinery,Industrials,95530647552.0,2.883,0.14468999,7.3474736,78.976,0.24641001,0.959,24.0,21923001000.0,361171000.0,3919401000.0,2024-12-31,731120000.0,0.1471,1.3236756857165082,689.7000122070312,503.71826171875,0.0410276816962489,0.1758827296791642,0.0076532507497348,28.6173755086263,28.7375005086263,1.369217804122662,0.0041800782209274,161.0,268.0,429.0,4
CME,sp500,2025-02-05,Financial Data & Stock Exchanges,Financial Services,88807448576.0,6.755,0.57434,3.0905778,13.621,0.12297,1.023,9.58,34652300000.0,2321000000.0,3847600000.0,2024-09-30,865950000.0,0.0806,-0.1083761277898232,242.52999877929688,190.51480102539065,0.043325194695885,0.1040642842267257,0.0097508712825921,24.611168974874413,25.316283797421384,1.273024444683298,0.0278522246072621,184.0,155.0,339.0,4
NOC,sp500,2025-02-05,Aerospace & Defense,Industrials,84931133440.0,22.828,0.05795,4.7693863,122.722,0.15484,1.094,28.03,35085000000.0,146000000.0,4705000000.0,2024-12-31,1246000000.0,0.1051,0.1997439389131743,482.3900146484375,488.6260070800781,0.0553978242068777,0.1335471601714399,0.0146707096624377,16.39536263462139,17.20977576341197,0.9872376984825152,0.0473227042575433,269.0,205.0,474.0,2
ABNB,sp500,2025-02-05,Travel Services,Consumer Cyclical,72688648192.0,18.011,0.16956,9.82712,26.614,0.20873,1.616,2.9,3853000000.0,6983000000.0,1627000000.0,2024-09-30,1064500000.0,-0.0481,1.3023817306994492,130.74000549316406,125.30999755859376,0.022383137401351,0.1501476559616094,0.014644652589882,38.87207085971175,45.08276051488416,1.0433325994762013,0.1377619645345795,41.0,63.0,104.0,1
CVS,sp500,2025-02-05,Healthcare Plans,Healthcare,144097263616.0,7.692,0.013660001,0.9458824,110.116,0.06697,0.796,3.97,185084000000.0,-17284000000.0,10690000000.0,2024-09-30,518000000.0,0.0905,0.5376433430570695,56.34999847412109,56.45539093017578,0.0741860027855034,0.0637067938021454,0.0035947941480721,12.256422789451156,14.193954275597251,0.9981331728588144,0.136503996597845,325.0,125.0,450.0,2
EOG,sp500,2025-02-05,Oil & Gas E&P,Energy,70053150720.0,10.885,0.2992,2.4464855,13.911,0.24908,2.307,12.56,35986000000.0,5759000000.0,8582000000.0,2024-09-30,1652500000.0,0.2145,0.3017018641830366,128.1199951171875,121.376953125,0.1225069809394006,0.2055815067672775,0.0235892316479095,9.333996426527666,10.2006365539162,1.055554549843109,0.0849594162881743,376.0,313.0,689.0,2
AON,sp500,2025-02-05,Insurance Brokers,Financial Services,97615495168.0,5.447,0.16320999,13.087618,274.699,0.82182,1.07,12.57,26232000000.0,1555000000.0,3917000000.0,2024-09-30,705500000.0,0.2367,0.2070254563308148,377.4599914550781,324.4219970703125,0.0401268261074606,0.1409651995537481,0.0072273361804476,29.595305605018147,30.02863893835148,1.1634845813900547,0.0144306684769483,152.0,297.0,449.0,4
CMG,sp500,2025-02-05,Restaurants,Consumer Cyclical,83598196736.0,1.003,0.13512999,22.271698,124.061,0.45673,1.619,1.09,7331414000.0,642372000.0,1939575000.0,2024-09-30,360528500.0,0.1615,0.7945044506457726,59.02000045776367,52.18000030517578,0.0232011583470527,0.2432439245297027,0.0043126348901823,53.22660592455382,54.14678941079236,1.131084708941817,0.0169942391091266,44.0,304.0,348.0,5
ITW,sp500,2025-02-05,Specialty Industrial Machinery,Industrials,82607005696.0,3.207,0.21663,22.178873,246.05,1.08036,1.362,11.51,9520000000.0,1677000000.0,4221000000.0,2024-09-30,677000000.0,0.3039,0.5312989855371404,254.67999267578125,236.5989227294922,0.0510973611068,0.3769759757077788,0.0081954308148077,21.84821830371688,22.12684558434242,1.0764207619278194,0.0125922730180169,239.0,364.0,603.0,2
WELL,sp500,2025-02-05,REIT - Healthcare Facilities,Real Estate,99832102912.0,5.725,0.121190004,2.8308156,52.153,0.03417,2.722,1.56,41838800000.0,5381186000.0,1118928000.0,2024-09-30,630128500.0,0.022,0.2062352335892248,138.86000061035156,109.86222076416016,0.0112080980702801,0.0236960680166233,0.0063118824668598,85.34294910919972,89.01282090407152,1.2639467839307617,0.0412285753624951,15.0,12.0,27.0,1
MSI,sp500,2025-02-05,Communication Equipment,Technology,83959308288.0,8.401,0.1466,59.330395,490.007,1.82528,1.245,9.1,8081000000.0,1143000000.0,2687000000.0,2024-09-30,407000000.0,0.2311,0.5235716653916822,471.3800048828125,397.8246154785156,0.0320035985859121,0.2913052905464007,0.0048475863879665,50.87681372338599,51.8000005365728,1.1848940124426997,0.0178221390660991,94.0,343.0,437.0,4
MMM,sp500,2025-02-05,Conglomerates,Industrials,83424100352.0,13.396,0.13451,17.794462,295.441,1.1329399,1.431,7.34,24576000000.0,4908000000.0,5332000000.0,2024-09-30,-640500000.0,0.0541,0.8034874238344731,151.67999267578125,123.28617095947266,0.0639143841827737,0.1808438475105142,-0.0076776374848211,18.839781018498805,20.664849138389812,1.230308245404445,0.0883175148131381,301.0,201.0,502.0,4
PYPL,sp500,2025-02-05,Credit Services,Financial Services,91076247552.0,11.889,0.14076,3.875785,65.718,0.22188,1.247,3.63,20838000000.0,12405000000.0,5689000000.0,2024-09-30,1406500000.0,0.1266,1.0760616237479568,77.7249984741211,60.459999084472656,0.062464145734066,0.1711337725235387,0.0154431044076224,18.136638698104985,21.411845309675236,1.2855606955191377,0.1529623703236031,294.0,250.0,544.0,4
ECL,sp500,2025-02-05,Specialty Chemicals,Basic Materials,76793036800.0,4.903,0.13045,10.607895,103.915,0.25164,1.299,7.12,15983300000.0,1409200000.0,2546600000.0,2024-09-30,482250000.0,0.1047,0.6773549308016507,248.83999633789065,230.12564086914065,0.0331618608420496,0.1464194336639356,0.0062798662495399,34.260814092400366,34.949437687905984,1.0813223393884726,0.0197034241768047,104.0,215.0,319.0,5
BDX,sp500,2025-02-05,Medical Instruments & Supplies,Healthcare,82109636608.0,7.48,0.07126,2.7095115,77.612,0.05633,1.848,5.75,46818000000.0,1512000000.0,2855000000.0,2024-09-30,983000000.0,0.0545,0.2135909904917088,242.4199981689453,233.70736694335935,0.0347705837943245,0.0590730395199669,0.0119717982030896,40.85913011633832,42.1599996815557,1.0372800880842472,0.0308555402050085,116.0,81.0,197.0,5
TGT,sp500,2025-02-05,Discount Stores,Consumer Defensive,71738318848.0,7.591,0.04182,4.660755,132.802,0.33968,0.897,9.53,37977000000.0,-1238000000.0,5964000000.0,2024-10-31,841500000.0,0.1903,0.3479355894399254,135.60000610351562,131.87750244140625,0.0831354859686159,0.1623343041454585,0.0117301327033182,13.432214701313288,14.228751952100277,1.0282269802900104,0.0559808234389393,344.0,287.0,631.0,2
NXPI,sp500,2025-02-05,Semiconductors,Technology,59405271040.0,12.386,0.20983,5.465691,104.495,0.29555,2.348,10.34,16643000000.0,4034000000.0,3669000000.0,2024-09-30,544000000.0,0.1322,1.6174595989316507,202.3999938964844,234.3760681152344,0.0617621961110069,0.1774435362963679,0.0091574365452133,18.37659515439888,19.574467494824408,0.8635693717541651,0.0611956540193114,288.0,258.0,546.0,0
CSX,sp500,2025-02-05,Railroads,Industrials,82412871680.0,0.859,0.24971001,4.902312,147.913,0.29458,1.392,1.81,39492000000.0,1008000000.0,5489000000.0,2024-09-30,804000000.0,0.1355,0.710405027255208,32.869998931884766,32.77545166015625,0.06660367352946,0.1355308641975308,0.0097557576093433,17.685634768997108,18.160220404356224,1.0028846977521122,0.0261332530548623,309.0,227.0,536.0,2
RSG,sp500,2025-02-05,Waste Management,Industrials,81434763264.0,0.266,0.12458,6.1171875,114.524,0.18284,0.645,6.2,29465800000.0,-1293100000.0,3129900000.0,2024-09-30,629800000.0,0.0954,0.3697447462348554,219.2400054931641,194.0266571044922,0.0384344458625526,0.111096912968938,0.0077337978862697,35.3183879827684,35.36129120857485,1.1299478575002884,0.0012132822173656,139.0,179.0,318.0,5
SLB,sp500,2025-02-05,Oil & Gas Equipment & Services,Energy,67756421120.0,3.168,0.12441,2.7059674,57.141,0.21722999,1.481,3.19,30365000000.0,5759000000.0,6326000000.0,2024-12-31,1786000000.0,0.139,0.7838331637245723,41.220001220703125,43.21141052246094,0.0933638450117714,0.1751190344369394,0.0263591253858716,11.928527028433582,12.921630476709444,0.953914735073906,0.0768558929204699,360.0,264.0,624.0,2
AJG,sp500,2025-02-05,Insurance Brokers,Financial Services,72190484480.0,9.218,0.10988,5.622062,70.273,0.10321999,1.059,6.56,19960000000.0,2083200000.0,2138900000.0,2024-09-30,492850000.0,0.0885,0.2023846297461258,312.2099914550781,277.2060241699219,0.0296285586030742,0.0970321913333817,0.0068270770524686,46.187803575469225,47.592986502298494,1.1262741940402403,0.029525000007331,77.0,156.0,233.0,1
FCX,sp500,2025-02-05,Copper,Basic Materials,72166506496.0,3.48,0.07812,2.9872258,33.531,0.16870001,2.328,1.32,40855000000.0,8298000000.0,7343000000.0,2024-09-30,756500000.0,0.1345,1.168260640645553,36.47999954223633,40.58980178833008,0.1017508031985309,0.1493906780867902,0.0104827022497192,24.99999965320934,27.636363289572973,0.8987479104350947,0.0953947380391514,369.0,240.0,609.0,0
APD,sp500,2025-02-05,Specialty Chemicals,Basic Materials,88278441984.0,13.408,0.31636,4.3858943,79.822,0.2258,1.522,17.12,33211600000.0,2183400000.0,2947500000.0,2024-09-30,-731700000.0,0.0942,0.2745173631815773,335.6700134277344,275.125244140625,0.033388672633509,0.0832744737957338,-0.0082885468247459,18.823715737601304,19.606893307694765,1.2200625735970745,0.0399439910139205,106.0,141.0,247.0,1
CARR,sp500,2025-02-05,Building Products & Equipment,Industrials,68315885568.0,2.48,0.14003,3.9032142,85.607,0.13931,1.079,1.72,29007000000.0,816000000.0,2221000000.0,2024-09-30,96500000.0,0.1074,1.2442216082270685,63.880001068115234,63.17051696777344,0.0325107400941069,0.0744727223954665,0.0014125557942734,35.69767503960188,37.13953550471816,1.0112312536670192,0.0388227920872383,98.0,147.0,245.0,5
MPC,sp500,2025-02-05,Oil & Gas Refining & Marketing,Energy,78276173824.0,16.002,0.031719998,2.6935027,114.328,0.21053,1.232,13.76,53884000000.0,4881000000.0,6314000000.0,2024-09-30,1894000000.0,0.1187,0.5334383535542386,156.91000366210938,160.3468017578125,0.0806631148604262,0.1074449076831447,0.0241963794022247,10.240407242885857,11.403343289397483,0.9785664693150908,0.1019820255339409,342.0,191.0,533.0,2
CEG,sp500,2025-02-05,Utilities - Renewable,Utilities,102799794176.0,5.733,0.11926,7.627739,65.003,0.22846001,1.7,9.07,42564000000.0,3818000000.0,4457000000.0,2024-09-30,-911500000.0,0.0153,1.3454133286959555,306.3299865722656,169.38829040527344,0.043356117935113,0.0960933120607132,-0.0088667492703288,33.14189488117592,33.77397867389919,1.80844842249337,0.0187151119749993,186.0,78.0,264.0,3
EMR,sp500,2025-02-05,Specialty Industrial Machinery,Industrials,83449839616.0,6.293,0.11251,3.3651338,30.376,0.05933,1.775,2.82,34054000000.0,4450000000.0,2666000000.0,2024-09-30,957000000.0,0.0832,1.3557058183996296,127.69000244140624,105.42115783691406,0.0319473352167934,0.0692395595262829,0.0114679669176561,43.048582426030585,45.28014270971853,1.2112369571859756,0.0492834198424242,93.0,123.0,216.0,1
ROP,sp500,2025-02-05,Software - Application,Technology,66334572544.0,2.514,0.21784,3.3454757,45.241,0.08238,0.484,14.38,29960400000.0,-1697400000.0,1934900000.0,2024-09-30,542900000.0,0.0619,0.7792067355569393,577.6699829101562,515.9785766601562,0.0291688018147184,0.0684605314368609,0.0081842692155721,39.99693900626956,40.17176515369654,1.11956195284176,0.0043519657838807,74.0,99.0,173.0,1
SPG,sp500,2025-02-05,REIT - Retail,Real Estate,80979820544.0,6.651,0.41482,21.166058,780.789,0.81232,0.686,7.52,30038060000.0,-117893000.0,3049189000.0,2024-09-30,790631500.0,0.0804,0.6609126055536849,173.35000610351562,144.53489685058594,0.0376536892711837,0.1019108282383584,0.0097633150418061,22.167421024403676,23.05186251376538,1.199364374146387,0.038367463315971,133.0,148.0,281.0,1
PSX,sp500,2025-02-05,Oil & Gas Refining & Marketing,Energy,69328617472.0,3.964,0.0228,1.7773592,67.143,0.11121,1.213,5.23,55773000000.0,3385000000.0,3324000000.0,2024-09-30,1252000000.0,0.0672,0.6329809125623642,123.61000061035156,129.40667724609375,0.0479455688171262,0.0561885121200851,0.0180589206254639,22.876864361443893,23.63479935188366,0.9552057377632948,0.0320686027055001,225.0,89.0,314.0,5
DHI,sp500,2025-02-05,Residential Construction,Consumer Cyclical,49997840384.0,13.191,0.12925,1.7890652,22.915,0.19631,5.415,14.37,1332400000.0,31470500000.0,5796800000.0,2024-12-31,1281500000.0,0.2206,0.537138234896634,139.75999450683594,173.3150177001953,0.1159410077611083,0.1767160830292443,0.0256311070669783,8.807863222465967,9.725817293447175,0.8063928698238736,0.0943832321011919,374.0,301.0,675.0,0
NEM,sp500,2025-02-05,Gold,Basic Materials,55575826432.0,2.687,-0.07141,1.6691052,30.436,-0.05159,1.963,-2.2,43598000000.0,6169000000.0,3113000000.0,2024-09-30,699500000.0,0.0482,0.7473166522443999,43.34999847412109,46.52524948120117,0.0560135620080957,0.062551489943135,0.0125864075247873,-18.483181124600492,-19.704544760964133,0.9317520906929676,0.0619838545462481,271.0,77.0,348.0,5
FTNT,sp500,2025-02-05,Software - Infrastructure,Technology,76152209408.0,4.828,0.26790002,86.66105,118.588,3.1152499,1.344,2.02,3631400000.0,1336700000.0,1614700000.0,2024-09-30,445350000.0,0.2698,0.5723336190244898,102.77999877929688,55.38999938964844,0.0212035870338171,0.3250135866830377,0.0058481559952378,48.49108850460241,50.8811875145034,1.8555695958087504,0.0469741200364025,37.0,359.0,396.0,3
PSA,sp500,2025-02-05,REIT - Industrial,Real Estate,65286475776.0,3.421,0.40367,9.878491,97.567,0.19163999,0.967,9.67,19204215000.0,-20412000.0,2228440000.0,2024-09-30,740838500.0,0.1181,0.3097648401805706,296.739990234375,298.3072204589844,0.0341332561378538,0.116162577357576,0.0113475033105147,30.33288420210703,30.68665876260341,0.9947462544748398,0.0115286112845726,110.0,200.0,310.0,5
