ticker,market,date_pulling,industry,sector,enterpriseValue,totalCashPerShare,profitMargins,priceToBook,debtToEquity,returnOnEquity,currentRatio,trailingEps,Total Non Current Assets,Working Capital,Operating Income,ttm_latest,Free Cash Flow,avg_MF_ROC,avg_growth,beta,price_current,price_past,MF_EarningYield,current_MF_ROC,FCF_Yield,PE_offset_Cash,PE,PEG,PriceIndex_6m,percenFCFpersharetoprice
ETN,US,2025-02-03,Specialty Industrial Machinery,Industrials,137398919168.0,5.046,0.15314001,6.582184,52.594,0.20079,1.53,9.5,27084000000.0,4211000000.0,4486000000.0,2024-09-30,808000000.0,0.0983,0.22205177302121257,1.6975509570526195,326.44000244140625,271.75531005859375,0.032649456248741604,0.14334558236139958,0.005880686725141153,33.830947625411184,34.36210552014803,1.5474816999936958,1.201227686667914,0.01545766438629323
BSX,US,2025-02-03,Medical Devices,Healthcare,159864979456.0,1.698,0.112629995,7.3260283,53.722,0.08916,1.482,1.21,29319000000.0,2851000000.0,2827000000.0,2024-09-30,473000000.0,0.0604,0.29555945876624173,0.5600079333278043,102.36000061035156,72.95999908447266,0.017683672869567294,0.08787690394777743,0.0029587468225346055,83.19173604161287,84.59504182673683,2.862200458069019,1.4029605522861885,0.016588511038249085
PLD,US,2025-02-03,REIT - Industrial,Real Estate,145402232832.0,0.843,0.37427,2.0553856,57.079,0.05662,0.623,3.32,94798338000.0,-1362021000.0,2827712000.0,2024-09-30,1162795000.0,0.029,0.22824060738538646,0.6586322389767445,119.25,117.04166412353516,0.019447514284510213,0.030263521624038326,0.00799709177329836,35.66475903614458,35.91867469879518,1.5737197298176724,1.0188679466667014,0.007069182389937106
LRCX,US,2025-02-03,Semiconductor Equipment & Materials,Technology,95610675200.0,4.716,0.2602,12.319084,58.827,0.49116,2.525,3.29,6227069000.0,8262551000.0,4796231000.0,2024-12-31,1013585000.0,0.3608,-0.02757626792640668,2.027269235498221,81.05000305175781,76.57025146484375,0.05016417873806627,0.33101151030875897,0.010601169773979381,23.20182463579265,24.635259286248576,-8.933500121188686,1.0585051178651397,0.05818630255927818
ANET,US,2025-02-03,Computer Hardware,Technology,28931934208.0,23.587,0.40293998,3.8231287,0.755,0.33833998,4.468,2.09,1968783000.0,8443566000.0,2784878000.0,2024-09-30,794536500.0,0.2339,0.3204290876134384,2.3269345916521376,115.2300033569336,78.73249816894531,0.09625619842692544,0.2674591487473192,0.02746226692926399,43.84832696504,55.13397289805435,1.7206294630956627,1.4635634082087858,0.20469495194699852
UPS,US,2025-02-03,Integrated Freight & Logistics,Industrials,134372777984.0,7.101,0.062480003,5.64619,155.425,0.31422,1.145,6.75,50999000000.0,2183000000.0,8019000000.0,2024-09-30,1089500000.0,0.2089,-0.003533921487176387,0.38817381809616636,114.2300033569336,122.92277526855469,0.0596772658890392,0.1507840998834192,0.008108041050767952,15.87096346028646,16.922963460286457,-47.88720836525418,0.9292826582166761,0.062164053149955364
ADI,US,2025-02-03,Semiconductors,Technology,116578631680.0,5.127,0.17068,2.9271529,23.07,0.04658,1.687,3.28,42743623000.0,2496374000.0,2070056000.0,2024-10-31,780516500.0,0.0608,-0.10547466024296909,1.6398252560106599,211.88999938964844,198.93197631835938,0.017756736120236472,0.04575720904667611,0.0066951935251947535,63.03749981391721,64.60060957001477,-6.1247516153360655,1.0651379597745099,0.024196517130437405
KLAC,US,2025-02-03,Semiconductor Equipment & Materials,Technology,101503647744.0,34.612,0.28921,29.716846,191.76,0.90577006,2.132,23.77,5229092000.0,5634346000.0,4146235000.0,2024-12-31,840523000.0,0.3511,0.10183324948756611,2.0980398483478826,738.239990234375,700.2523193359375,0.040848137896059886,0.3816687682113158,0.008280717182892418,29.601514103255155,31.057635264382625,3.0498521279314352,1.0542485470586687,0.04688448263146982
KKR,US,2025-02-03,Asset Management,Financial Services,198550962176.0,43.774,0.107530005,6.007075,83.045,0.08284,0.851,3.22,138044023000.0,167930013000.0,994750000.0,2024-09-30,1937769000.0,0.0111,5.74425797322176,1.8152604948580902,167.07000732421875,105.93183135986328,0.005010048750699236,0.0032510928476297252,0.009759554820400812,38.290685504415755,51.88509544230396,0.09032514849468601,1.577146408020283,0.2620099244686778
MMC,US,2025-02-03,Insurance Brokers,Financial Services,120882864128.0,3.661,0.16822,7.7774787,106.462,0.32048,1.137,8.18,27578000000.0,2682000000.0,5778000000.0,2024-09-30,942250000.0,0.1553,0.15706175810975395,0.21856353240775775,216.8800048828125,214.6946258544922,0.04779833801655967,0.19094514210178454,0.007794735894098884,26.06589301745874,26.51344802968368,1.688090617905615,1.0101790113265408,0.016880302091371497
MDT,US,2025-02-03,Medical Devices,Healthcare,132568342528.0,6.115,0.12055001,2.3558445,57.859,0.07948,2.133,3.27,67604000000.0,10243000000.0,5744000000.0,2024-10-31,1374750000.0,0.0685,0.033974643261934924,0.33051295843345485,90.81999969482422,79.01766204833984,0.043328594824867776,0.0737857592456999,0.010370122864813192,25.903669631444718,27.77370021248447,8.174832035279096,1.1493632858849225,0.06733098459092475
PANW,US,2025-02-03,Software - Infrastructure,Technology,126756487168.0,7.92,0.3211,11.470884,27.28,0.74517995,0.892,3.85,14131900000.0,-1160000000.0,755200000.0,2024-10-31,769275000.0,0.0014,0.4368224636634979,1.3652319061928688,184.4199981689453,147.08999633789062,0.005957880475175019,0.05821814845936216,0.00606892015696539,45.844155368557225,47.90129822570008,1.096585047938386,1.253790215245511,0.04294545102828039
ADP,US,2025-02-03,Software - Application,Technology,124228272128.0,16.612,0.19715,27.462086,176.65,0.87263,1.014,9.58,9842300000.0,-48700000.0,4111700000.0,2024-12-31,1048975000.0,0.3965,0.09725700443058112,0.56637993579637,303.010009765625,255.51792907714844,0.03309794082753935,0.41983540271197517,0.008443931337297976,29.89540811749739,31.6294373450548,3.252150066747209,1.1858659424017846,0.0548232713924177
DE,US,2025-02-03,Farm & Heavy Construction Machinery,Industrials,171760975872.0,21.206,0.14698,5.5270433,288.043,0.35481,2.078,25.64,29653000000.0,39333000000.0,11427000000.0,2024-10-31,1107250000.0,0.173,0.08517320642189796,0.6008635296874578,476.55999755859375,342.31634521484375,0.06652849951502167,0.16564230423564202,0.006446458483242123,17.759516285436572,18.586583368119882,2.1822101279189705,1.3921625543749492,0.04449806972603212
AMT,US,2025-02-03,REIT - Specialty,Real Estate,135607377920.0,4.602,0.09942,23.656485,439.338,0.17691,0.481,4.14,59417200000.0,-3669900000.0,4806600000.0,2024-09-30,890550000.0,0.0606,0.05338570715765339,-0.18894894551476893,184.9499969482422,222.57891845703125,0.035444974113691644,0.08622121609477051,0.006567120562757062,43.56231810344014,44.67391230633869,8.368140965972806,0.8309412150546804,0.024882401059394765
BMY,US,2025-02-03,Drug Manufacturers - General,Healthcare,162962014208.0,3.991,-0.15301,7.0815096,299.052,-0.3133,1.24,-3.58,65595000000.0,5437000000.0,7280000000.0,2024-09-30,3450750000.0,0.0884,0.2321171363189798,0.1159209269413373,58.95000076293945,46.54936218261719,0.044672987354636026,0.10248901903367497,0.021175180098078332,-15.35167619076521,-16.466480660038954,-0.7094039208466885,1.2663976045831409,0.06770144102371331
FI,US,2025-02-03,Information Technology Services,Technology,147727204352.0,2.158,0.15222,4.422216,89.406,0.10618,1.066,5.18,54667000000.0,1560000000.0,5662000000.0,2024-09-30,1120250000.0,0.0529,0.33738639129265097,0.640571841429477,216.0399932861328,154.77000427246094,0.03832740235514614,0.10069895246056165,0.007583234279115589,41.28996009384804,41.70656241045035,1.2361661135962605,1.3958776721735477,0.009988891256545496
SO,US,2025-02-03,Utilities - Regulated Electric,Utilities,159653691392.0,0.929,0.17867,2.7410333,176.35,0.12713,0.908,4.29,132916000000.0,-1125000000.0,7217000000.0,2024-09-30,172000000.0,0.0422,0.02474617530554779,-0.11799550485615873,83.94999694824219,85.15348815917969,0.04520409103651726,0.054760947257399974,0.0010773318079923748,19.352213740848995,19.568763857399112,7.907793271395776,0.985866800797546,0.011066111182502577
MDLZ,US,2025-02-03,Confectioners,Consumer Defensive,96488898560.0,1.134,0.10556,2.7652423,73.232,0.13552,0.626,2.82,58990000000.0,-7872000000.0,6146000000.0,2024-09-30,925250000.0,0.0868,0.06290218708188003,0.11446275479130413,57.9900016784668,68.03175354003906,0.06369644686303692,0.12023162095543644,0.00958918604946712,20.161702722860568,20.563830382435036,3.2691757371913024,0.8523961041859321,0.01955509514015213
GILD,US,2025-02-03,Drug Manufacturers - General,Healthcare,137605038080.0,5.374,0.00445,6.6817293,126.415,0.00561,1.26,0.09,39744000000.0,3055000000.0,7641000000.0,2024-09-30,2357750000.0,0.1879,-0.04976979347418109,0.38029830815381693,97.19999694824219,73.5191879272461,0.05552849013825875,0.17853220869646488,0.01713418369630671,1020.2888549804688,1079.9999660915798,-216.99908532910587,1.3221037893458563,0.05528806757948346
ICE,US,2025-02-03,Financial Data & Stock Exchanges,Financial Services,112573628416.0,1.315,0.26525998,3.3633337,78.899,0.09408,1.002,4.2,50506000000.0,133000000.0,4313000000.0,2024-09-30,858250000.0,0.0826,0.07436373785614007,0.4883941508380551,159.8300018310547,147.9359588623047,0.03831270307875229,0.08517150812614784,0.007623899238891527,37.741667102632064,38.05476234072731,5.117381594554314,1.0803999450858375,0.008227491615685496
SHW,US,2025-02-03,Specialty Chemicals,Basic Materials,102179545088.0,0.951,0.11094,21.766657,291.114,0.64452004,0.828,10.57,17994000000.0,-1243800000.0,3763000000.0,2024-09-30,511950000.0,0.19,0.06960282623950055,0.7601267166445075,358.1600036621094,337.7869873046875,0.03682733170087217,0.2246540339816838,0.005010298289731999,33.79460772583816,33.884579343624345,4.868276358064665,1.0603132066157575,0.0026552378553613707
INTC,US,2025-02-03,Semiconductors,Technology,117785133056.0,5.585,-0.29423,0.84830505,47.906,-0.15597,1.312,-4.38,149161000000.0,11658000000.0,-4708000000.0,2024-12-31,-3914000000.0,0.0358,-27.26705504387439,2.3212170358068156,19.43000030517578,19.983234405517578,-0.03997108869216643,-0.029275147837009307,-0.033230000242383054,-3.160958973784425,-4.436073129035567,0.0016268985124714235,0.9723150872819145,0.2874420953309127
DUK,US,2025-02-03,Utilities - Regulated Electric,Utilities,173247299584.0,0.487,0.14534001,1.806101,169.205,0.088369995,0.697,5.57,171424000000.0,-5285000000.0,7666000000.0,2024-09-30,-241250000.0,0.0402,0.07940717162851563,-0.034498802886659255,111.98999786376953,108.94597625732422,0.04424888594747241,0.04614208584378141,-0.0013925180974207825,20.018491537481065,20.10592421252595,2.532003570985493,1.027940651972823,0.0043486026367498655
SNPS,US,2025-02-03,Software - Infrastructure,Technology,89040527360.0,12.982,0.23111999,10.344051,8.7,0.21819,2.023,9.25,6603895000.0,3819546000.0,1362705000.0,2024-10-31,320967000.0,0.1516,0.1616176824397394,2.0080581901271013,525.47998046875,487.8399963378906,0.015304323103236392,0.1307346585451004,0.0036047293240110477,55.405187077702706,56.80864653716216,3.515001927981722,1.0771564127857793,0.024705032508411672
CL,US,2025-02-03,Household & Personal Products,Consumer Defensive,81601126400.0,1.829,0.14264,162.29323,1009.091,4.87923,1.043,3.51,10968000000.0,241000000.0,4377000000.0,2024-09-30,850000000.0,0.3378,0.01417017708827136,-0.08993858341058711,86.69999694824219,99.90141296386719,0.05363896545428079,0.39048978499420106,0.010416522877801844,24.179771210325413,24.700853831408033,17.431577373759783,0.867855562559463,0.02109573315316111
ZTS,US,2025-02-03,Drug Manufacturers - Specialty & Generic,Healthcare,82159099904.0,3.799,0.26552,14.812355,129.442,0.47303,3.691,5.31,8075000000.0,4580000000.0,3336000000.0,2024-09-30,577000000.0,0.2316,0.09304824283863655,0.32424937427646267,170.89999389648438,173.8810577392578,0.04060414493218643,0.26361122086131966,0.0070229591204650985,31.469113728151484,32.184556289356756,3.4589107013198443,0.982855729764172,0.022229374696766155
WM,US,2025-02-03,Waste Management,Industrials,100138147840.0,1.53,0.12349,11.315644,208.894,0.35025,0.891,6.81,30471000000.0,-520000000.0,4240000000.0,2024-09-30,525750000.0,0.1188,0.1342361333134956,0.43748805647013383,220.25999450683594,200.1405792236328,0.04234150612386641,0.1415645554405529,0.00525024689731669,32.11894192464551,32.343611528169745,2.4094564354468067,1.1005264167878825,0.006946336321426338
GD,US,2025-02-03,Aerospace & Defense,Industrials,81148698624.0,7.653,0.07903,3.0716283,48.609,0.16952999,1.316,13.62,31569000000.0,6186000000.0,4661000000.0,2024-09-30,570750000.0,0.1148,0.008871494025089396,0.5800952788941071,256.9800109863281,283.0257568359375,0.05743776645878944,0.12345384717255993,0.007033384511125096,18.3059479431959,18.867842216323652,21.267942201126065,0.9079739379878864,0.029780526394355068
APH,US,2025-02-03,Electronic Components,Technology,91647270912.0,1.313,0.15403,8.928844,57.565,0.25293,1.992,1.92,11812800000.0,3871100000.0,3024700000.0,2024-09-30,559700000.0,0.1856,0.13405394722494787,1.79410634210128,70.77999877929688,58.110198974609375,0.0330037105295184,0.1928538182467371,0.006107110385615582,36.18072853088379,36.86458269755046,2.7499811427178806,1.218030569990363,0.01855043829675866
EQIX,US,2025-02-03,REIT - Specialty,Real Estate,104593399808.0,28.77,0.12571,6.482042,140.964,0.08267,1.054,11.06,30383000000.0,685000000.0,1571261000.0,2024-09-30,47998500.0,0.0449,0.0819744425943987,0.6865588797268426,913.6599731445312,760.6906127929688,0.015022563592772892,0.05057490021887473,0.0004589056296870537,80.00813500402633,82.60940082681114,10.077458072579295,1.2010927409632632,0.03148873853035575
CTAS,US,2025-02-03,Specialty Business Services,Industrials,85166866432.0,0.251,0.16795,18.938257,70.573,0.40462002,1.533,4.15,6196138000.0,1162624000.0,2220815000.0,2024-11-30,463751750.0,0.2461,0.12506034185455406,0.7981414174790944,200.57000732421875,184.2477569580078,0.026076044511666646,0.30179193184940617,0.0054452132552073465,48.26964031908885,48.3301222467997,3.8645442296174055,1.0885885974173948,0.0012514333690692937
TT,US,2025-02-03,Building Products & Equipment,Industrials,85273182208.0,8.566,0.12729,10.637794,69.203,0.35146,1.222,11.35,12804000000.0,1470800000.0,3374800000.0,2024-09-30,713000000.0,0.1688,0.1900461319675666,1.1254399471289913,362.75,313.4403076171875,0.03957633470002471,0.23641662229943677,0.008361362641080247,31.205638766519826,31.96035242290749,1.6817154914977102,1.1573176492764154,0.023614059269469332
CDNS,US,2025-02-03,Software - Application,Technology,81510055936.0,10.724,0.23868,17.77003,61.911,0.27072,2.448,3.81,5067108000.0,2424929000.0,1254663000.0,2024-09-30,238018500.0,0.2571,0.19438978788311742,1.956454821741632,297.6199951171875,246.83999633789062,0.015392738792685105,0.16746620445147295,0.002920112092511471,75.30078611999672,78.11548428272637,4.018497326088735,1.2057203027575236,0.0360325252870777
PH,US,2025-02-03,Specialty Industrial Machinery,Industrials,95530647552.0,2.883,0.14468999,7.5136623,78.976,0.24641001,0.959,24.18,21923001000.0,361171000.0,3919401000.0,2024-12-31,824646750.0,0.1471,0.1466564852817181,1.3300002961150357,707.0499877929688,503.71826171875,0.04102768169624895,0.1758827296791642,0.008632274261002175,29.121877079940806,29.241107849171577,1.9938503089720994,1.403661613101787,0.004077505197332909
CME,US,2025-02-03,Financial Data & Stock Exchanges,Financial Services,86641664000.0,6.755,0.57434,3.0361648,13.621,0.12297,1.023,9.51,34652300000.0,2321000000.0,3847600000.0,2024-09-30,907075000.0,0.0806,0.08268385720034582,-0.09778280025138196,236.52000427246094,190.5148162841797,0.04440819603834017,0.10406428422672577,0.01046927030394984,24.160357967661508,24.87066290982765,3.0079224351574676,1.241478268648975,0.02855995213080805
NOC,US,2025-02-03,Aerospace & Defense,Industrials,84931133440.0,22.828,0.05795,4.851646,122.722,0.15484,1.094,28.36,35085000000.0,146000000.0,4705000000.0,2024-12-31,655250000.0,0.1051,-0.006460409211217041,0.2111435358360932,487.2699890136719,488.6260070800781,0.05539782420687779,0.13354716017143992,0.007715074242626286,16.376656876363608,17.18159340668801,-26.595209134517447,0.9972248344403329,0.046848770732234625
ABNB,US,2025-02-03,Travel Services,Consumer Cyclical,72957296640.0,18.011,0.16956,9.781644,26.614,0.20873,1.616,2.89,3853000000.0,6983000000.0,1627000000.0,2024-09-30,1036250000.0,-0.0481,2.6040986002480784,1.3034207802012485,131.1699981689453,125.30999755859375,0.022300716651115212,0.15014765596160945,0.01420351421617587,39.15536268821637,45.387542619012216,0.17429271923378167,1.0467640309992943,0.13731036251751758
CVS,US,2025-02-03,Healthcare Plans,Healthcare,144260857856.0,7.692,0.013660001,0.94806457,110.116,0.06697,0.796,3.94,185084000000.0,-17284000000.0,10690000000.0,2024-09-30,421750000.0,0.0905,0.011987731610041468,0.5299812794254254,56.47999954223633,56.45539093017578,0.07410187461016397,0.06370679380214542,0.0029235234440445888,12.382741000567597,14.335025264526987,11.95807991940637,1.000435894812791,0.13618980280351883
EOG,US,2025-02-03,Oil & Gas E&P,Energy,68742635520.0,10.885,0.2992,2.412305,13.911,0.24908,2.307,12.39,35986000000.0,5759000000.0,8582000000.0,2024-09-30,1488750000.0,0.2145,0.267526706071875,0.30109270963196655,125.79000091552734,121.37696075439453,0.12484246399751651,0.20558150676727752,0.021656865331659603,9.274011373327468,10.152542446773797,0.37949640975455234,1.0363581369454666,0.08653311011031538
AON,US,2025-02-03,Insurance Brokers,Financial Services,97615495168.0,5.447,0.16320999,12.817863,274.699,0.82182,1.07,12.5,26232000000.0,1555000000.0,3917000000.0,2024-09-30,721000000.0,0.2367,0.052817036959492546,0.21595633962703445,370.82000732421875,324.4219970703125,0.040126826107460635,0.14096519955374814,0.007386122446637508,29.2298405859375,29.6656005859375,5.616672629456516,1.1430174608161676,0.01468906718195906
CMG,US,2025-02-03,Restaurants,Consumer Cyclical,82684551168.0,1.003,0.13512999,21.881924,124.061,0.45673,1.619,1.08,7331414000.0,642372000.0,1939575000.0,2024-09-30,312779250.0,0.1615,0.38752827281008345,0.7970201624225735,58.349998474121094,52.18000030517578,0.023457525893309086,0.2432439245297027,0.0037828015703258683,53.09907266122323,54.027776364926936,1.3941634754325243,1.118244502354541,0.017189374913948664
ITW,US,2025-02-03,Specialty Industrial Machinery,Industrials,83929948160.0,3.207,0.21663,22.321259,246.05,1.08036,1.362,11.56,9520000000.0,1677000000.0,4221000000.0,2024-09-30,689000000.0,0.3039,0.10519715758026227,0.5253377651197163,259.1600036621094,236.5989227294922,0.0502919409881356,0.37697597570777885,0.008209227041181101,22.141263292570013,22.418685437898734,2.1311113297708593,1.0953558058183201,0.012374594670021919
WELL,US,2025-02-03,REIT - Healthcare Facilities,Real Estate,98350104576.0,5.725,0.121190004,2.8234766,52.153,0.03417,2.722,1.57,41838800000.0,5381186000.0,1118928000.0,2024-09-30,502302250.0,0.022,0.07686935941374902,0.24565799065149346,136.47999572753906,109.86222839355469,0.011376988411185155,0.0236960680166233,0.0051072874011216345,83.28343676913316,86.92993358441979,11.308788605420759,1.2422831552135707,0.04194753941397438
MSI,US,2025-02-03,Communication Equipment,Technology,83603341312.0,8.401,0.1466,58.981747,490.007,1.82528,1.245,9.15,8081000000.0,1143000000.0,2687000000.0,2024-09-30,578500000.0,0.2311,0.15083833159066543,0.5421871546971331,469.25,397.8246154785156,0.03213986376420486,0.2913052905464007,0.0069195798986202125,50.36601092896174,51.28415300546448,3.399941676936327,1.1795398820044651,0.017903036760788492
MMM,US,2025-02-03,Conglomerates,Industrials,83424100352.0,13.396,0.13451,17.694744,295.441,1.1329399,1.431,7.26,24576000000.0,4908000000.0,5332000000.0,2024-09-30,184750000.0,0.0541,0.24113831511243866,0.7912396734206242,152.1999969482422,123.28617858886719,0.06391438418277376,0.1808438475105142,0.002214587861546784,19.11900784411049,20.964186907471376,0.8693843157067817,1.2345260327663845,0.08801577049016304
PYPL,US,2025-02-03,Credit Services,Financial Services,90143891456.0,11.889,0.14076,4.3886504,65.718,0.22188,1.247,4.18,20838000000.0,12405000000.0,5689000000.0,2024-09-30,1761250000.0,0.1266,0.10667199942444154,1.1927165150662973,88.58000183105469,60.459999084472656,0.06311021088741048,0.17113377252353879,0.019538206877386485,18.347129624654233,21.191387997859973,1.9865933058534602,1.4651009456234645,0.13421765358139687
ECL,US,2025-02-03,Specialty Chemicals,Basic Materials,77179142144.0,4.903,0.13045,10.633472,103.915,0.25164,1.299,7.13,15983300000.0,1409200000.0,2546600000.0,2024-09-30,500575000.0,0.1047,0.08851248959587953,0.6852503345627025,250.19000244140625,230.12564086914062,0.032995961463896314,0.14641943366393562,0.006485884477259836,34.40210412922949,35.08976191324071,3.9643853735726604,1.0871887265429718,0.01959710600805589
BDX,US,2025-02-03,Medical Instruments & Supplies,Healthcare,82109636608.0,7.48,0.07126,2.792724,77.612,0.05633,1.848,5.87,46818000000.0,1512000000.0,2855000000.0,2024-09-30,768000000.0,0.0545,0.04946757280770094,0.23103510842792988,247.60000610351562,233.70736694335938,0.03477058379432452,0.0590730395199669,0.00935334793486558,40.906304276578474,42.18058025613554,8.526915282483602,1.0594445923629068,0.030210015410390548
TGT,US,2025-02-03,Discount Stores,Consumer Defensive,71738318848.0,7.591,0.04182,4.6134186,132.802,0.33968,0.897,9.43,37977000000.0,-1238000000.0,5964000000.0,2024-10-31,1136250000.0,0.1903,-0.24334831956988587,0.31657754442682945,137.91000366210938,131.87750244140625,0.08313548596861593,0.1623343041454585,0.015838815548598232,13.819618628007357,14.624602721326552,-0.6009740583857449,1.045743217069063,0.05504314261783766
NXPI,US,2025-02-03,Semiconductors,Technology,60376145920.0,12.386,0.20983,5.556561,104.495,0.29555,2.348,10.47,16643000000.0,4034000000.0,3669000000.0,2024-09-30,649750000.0,0.1322,0.38979849252350235,1.6283385870098313,208.5500030517578,234.37606811523438,0.06076903293664227,0.17744353629636794,0.01076170050438357,18.735816910387566,19.918815955277726,0.5110028986086125,0.8898092912336988,0.05939103245625966
CSX,US,2025-02-03,Railroads,Industrials,82412871680.0,0.859,0.24971001,4.872483,147.913,0.29458,1.392,1.79,39492000000.0,1008000000.0,5489000000.0,2024-09-30,744250000.0,0.1355,0.07252303059099409,0.7007255315747731,32.869998931884766,32.77545166015625,0.06660367352946,0.13553086419753085,0.009030749503425143,17.883239626751266,18.36312789490769,2.5320408903579414,1.0028846977521122,0.026133253054862356
CRWD,US,2025-02-03,Software - Infrastructure,Technology,86090670080.0,16.475,0.0484,41.385155,27.398,0.07334,1.899,0.52,2210631000.0,2571947000.0,-5458000.0,2024-10-31,275019500.0,-0.0449,-31.23105129863596,2.0146272076848826,398.07000732421875,222.0500030517578,-6.339827527103853e-05,-0.0011412255064109774,0.0031945331560834333,733.8365525465745,765.5192448542668,-0.24511478577338236,1.7927043542144527,0.04138719244572852
RSG,US,2025-02-03,Waste Management,Industrials,80692592640.0,0.266,0.12458,6.157087,114.524,0.18284,0.645,6.25,29465800000.0,-1293100000.0,3129900000.0,2024-09-30,476800000.0,0.0954,0.13512376487183037,0.40022452247491624,216.8699951171875,194.02664184570312,0.03878794691804811,0.11109691296893802,0.005908844720446449,34.65663921875,34.69919921875,2.567956809941124,1.117733075489964,0.0012265412735231755
SLB,US,2025-02-03,Oil & Gas Equipment & Services,Energy,67756421120.0,3.168,0.12441,2.669205,57.141,0.21722999,1.481,3.11,30365000000.0,5759000000.0,6326000000.0,2024-12-31,1118250000.0,0.139,0.23666235689796,0.7728451064080426,40.279998779296875,43.2114143371582,0.09336384501177149,0.17511903443693944,0.016503970863802318,11.933118578552051,12.951768096236938,0.5472677727882705,0.9321610828336032,0.07864945620674373
AJG,US,2025-02-03,Insurance Brokers,Financial Services,72190484480.0,9.218,0.10988,5.4832263,70.273,0.10321999,1.059,6.49,19960000000.0,2083200000.0,2138900000.0,2024-09-30,598225000.0,0.0885,0.17442839287116216,0.2222537748430431,301.82000732421875,277.2060241699219,0.029628558603074222,0.09703219133338173,0.008286756964011443,45.08505505766082,46.50539404071167,2.666159635780277,1.0887931033533709,0.030541381539686704
FCX,US,2025-02-03,Copper,Basic Materials,72166506496.0,3.48,0.07812,2.9143467,33.531,0.16870001,2.328,1.3,40855000000.0,8298000000.0,7343000000.0,2024-09-30,528250000.0,0.1345,0.15167601623999047,1.1723280339436668,35.849998474121094,40.58980178833008,0.10175080319853093,0.1493906780867902,0.007319877678009528,24.899998826246996,27.57692190317007,1.8181465064019275,0.883226744024857,0.09707113383873907
APD,US,2025-02-03,Specialty Chemicals,Basic Materials,88187174912.0,13.408,0.31636,4.3855023,79.822,0.2258,1.522,17.23,33211600000.0,2183400000.0,2947500000.0,2024-09-30,-787500000.0,0.0942,0.0833059111721529,0.2913155025361486,335.260009765625,275.125244140625,0.03342322739039145,0.08327447379573386,-0.008929869913463364,18.679745198237086,19.457922795451246,2.3357193411210835,1.2185723298959192,0.03999284021190992
CARR,US,2025-02-03,Building Products & Equipment,Industrials,69661728768.0,2.48,0.14003,3.9062693,85.607,0.13931,1.079,1.7,29007000000.0,816000000.0,2221000000.0,2024-09-30,239500000.0,0.1074,0.08416915192521694,1.2172142744801762,65.37999725341797,63.1705207824707,0.031882642582655,0.07447272239546658,0.0034380427278459585,36.999998384363515,38.458821913775274,4.569230060431805,1.0349763852439282,0.037932090917460984
MPC,US,2025-02-03,Oil & Gas Refining & Marketing,Energy,77861584896.0,16.002,0.031719998,2.5066516,114.328,0.21053,1.232,12.9,53884000000.0,4881000000.0,6314000000.0,2024-09-30,1331500000.0,0.1187,0.7113123343541763,0.5026480509586855,145.7100067138672,160.34681701660156,0.08109262107152883,0.10744490768314473,0.017100859194922494,10.054884241385052,11.295349357664122,0.1587959158323824,0.9087177994857301,0.10982087202441322
CEG,US,2025-02-03,Utilities - Renewable,Utilities,100813725696.0,5.733,0.11926,7.46987,65.003,0.22846001,1.7,9.06,42564000000.0,3818000000.0,4457000000.0,2024-09-30,-1788250000.0,0.0153,0.9360367263809121,1.3833937722071645,299.9800109863281,169.38829040527344,0.044210249836812064,0.09609331206071321,-0.017738160033807307,32.47759503160354,33.110376488557186,0.35372945906273345,1.7709607332868451,0.0191112733850166
EMR,US,2025-02-03,Specialty Industrial Machinery,Industrials,84738490368.0,6.293,0.11251,3.3899066,30.376,0.05933,1.775,2.82,34054000000.0,4450000000.0,2666000000.0,2024-09-30,728250000.0,0.0832,0.09322987902504898,1.357348811589521,129.9499969482422,105.42115783691406,0.03146149982637368,0.06923955952628298,0.008594087490081259,43.84999891781638,46.08155920150433,4.942788694290072,1.2326747269203218,0.04842631895179221
ROP,US,2025-02-03,Software - Application,Technology,66334572544.0,2.514,0.21784,3.342638,45.241,0.08238,0.484,14.33,29960400000.0,-1697400000.0,1934900000.0,2024-09-30,544675000.0,0.0619,0.14652466113323362,0.7910689905625802,575.6500244140625,515.9785766601562,0.029168801814718454,0.06846053143686091,0.008211027509655163,39.995535548783145,40.17097169672453,2.7415843439622365,1.1156471420580087,0.004367236851173467
SPG,US,2025-02-03,REIT - Retail,Real Estate,81146224640.0,6.651,0.41482,21.093409,780.789,0.81232,0.686,7.53,30038060000.0,-117893000.0,3049189000.0,2024-09-30,762464250.0,0.0804,0.1094852026936229,0.6667949781125578,173.86000061035156,144.53489685058594,0.03757647399527866,0.10191082823835843,0.009396176512001926,22.205710572423843,23.08897750469476,2.1088674027763945,1.202892895755692,0.03825491761561631
PSX,US,2025-02-03,Oil & Gas Refining & Marketing,Energy,69328617472.0,3.964,0.0228,1.6782895,67.143,0.11121,1.213,4.99,55773000000.0,3385000000.0,3324000000.0,2024-09-30,799000000.0,0.0672,1.680144585804963,0.6073328870810386,117.87000274658203,129.40667724609375,0.04794556881712629,0.056188512120085195,0.011524822348039683,22.82685425783207,23.62124303538718,0.14059053747490524,0.9108494650737973,0.03363026985349712
