ticker,market,date_pulling,industry,sector,enterpriseValue,totalCashPerShare,profitMargins,priceToBook,debtToEquity,returnOnEquity,currentRatio,trailingEps,Total Non Current Assets,Working Capital,Operating Income,ttm_latest,Free Cash Flow,avg_MF_ROC,beta,price_current,price_past,MF_EarningYield,current_MF_ROC,FCF_Yield,PE_offset_Cash,PE,PriceIndex_6m,percenFCFpersharetoprice
CNTY,US,2025-02-05,Resorts & Casinos,Consumer Cyclical,1088904832.0,3.871,-0.12734,1.6801729,684.428,-0.35157,1.785,-2.42,1147638000.0,68192000.0,52945000.0,2024-09-30,-8147500.0,0.0705,1.0435931284267785,3.109999895095825,2.509999990463257,0.04862224727459011,0.04354638395170377,-0.007482288406265425,0.31446285326618795,-1.2851239235933163,1.2390437876144493,1.2446945757471568
CNVS,US,2025-02-05,Entertainment,Communication Services,57314292.0,0.252,-0.46226,1.9915478,29.042,-0.56302,0.972,-1.73,30421000.0,-1198000.0,-3183000.0,2024-09-30,-1702500.0,-0.2314,0.49299393942489633,3.7699999809265137,0.800000011920929,-0.05553588623235545,-0.10892105533312801,-0.02970463283398842,-2.033526000535557,-2.17919074041995,4.712499905936421,0.06684350166443995
CNXC,US,2025-02-05,Information Technology Services,Technology,8635013120.0,3.799,0.02181,0.7567426,139.233,0.05799,1.573,3.68,9149014000.0,846611000.0,596387000.0,2024-11-30,176703000.0,0.0948,1.0093496998235532,48.9900016784668,64.52030944824219,0.06906613709927982,0.05966480335146627,0.02046354736748796,12.280163499583368,13.312500456105107,0.7592958263438939,0.07754643539173062
CNXN,US,2025-02-05,Electronics & Computer Distribution,Technology,1488712192.0,16.323,0.03232,2.1327085,0.44,0.10504,3.134,3.41,134019000.0,784273000.0,102779000.0,2024-09-30,43864000.0,0.1301,1.3243215248535278,72.80000305175781,69.95919799804688,0.0690388649681993,0.1119240938612119,0.029464392268509075,16.56217098292018,21.34897450198176,1.0406065983459423,0.22421702356791137
COCO,US,2025-02-05,Beverages - Non-Alcoholic,Consumer Defensive,1965083520.0,2.762,0.119940005,8.415842,0.006,0.26693,3.284,1.01,22386000.0,230057000.0,74957000.0,2024-09-30,17759500.0,0.184,0.683267633031465,37.400001525878906,26.309999465942383,0.03814443469557976,0.29692643487836856,0.00903752935651305,34.29505101572169,37.02970448106822,1.4215128196521725,0.0738502643666695
COHU,US,2025-02-05,Semiconductor Equipment & Materials,Technology,832802432.0,5.776,-0.11349,1.2062606,3.963,-0.05515,6.384,-1.1,489892000.0,457479000.0,-49296000.0,2024-09-30,7096000.0,0.0764,1.7545646231578222,22.889999389648438,25.469999313354492,-0.0591929107142665,-0.05203452501712634,0.008520628335533006,-15.55818126331676,-20.80909035422585,0.8987043583329308,0.2523372719097618
COIN,US,2025-02-05,Financial Data & Stock Exchanges,Financial Services,66968260608.0,30.852,0.31221,8.040548,51.515,0.21316,1.032,5.8,4133041000.0,8837129000.0,1346440000.0,2024-09-30,590370500.0,0.088,3.892870075548882,280.3900146484375,189.47000122070312,0.02010564389422345,0.10381051289227512,0.008815676182120737,43.02379562904095,48.34310597386854,1.4798649540400155,0.11003244904667266
COKE,US,2025-02-05,Beverages - Non-Alcoholic,Consumer Defensive,12584320000.0,165.632,0.07812,9.444221,147.833,0.37733,2.47,58.73,2701591000.0,1530278000.0,884368000.0,2024-09-30,151663500.0,0.186,0.6716336893889483,1385.25,1210.8836669921875,0.07027539032701012,0.20897811345294479,0.012051783489294613,20.766524774391282,23.5867529371701,1.1439992443212446,0.11956830896950009
COLL,US,2025-02-05,Drug Manufacturers - Specialty & Generic,Healthcare,1726937856.0,4.495,0.14784001,4.255056,373.228,0.42887002,0.966,2.32,1191344000.0,-15616000.0,193472000.0,2024-09-30,28942500.0,0.1204,0.5327584596870012,30.93000030517578,34.52000045776367,0.11203182519151401,0.16455506715839038,0.016759433409513493,11.394396683265423,13.331896683265423,0.8960023144559233,0.14532815892820453
COLM,US,2025-02-05,Apparel Manufacturing,Consumer Cyclical,4958547968.0,6.538,0.06424,2.7505126,23.595,0.11625,3.221,3.6,934482000.0,1259318000.0,271494000.0,2024-09-30,-105161000.0,0.1443,0.4667915773157537,85.86000061035156,77.6313705444336,0.0547527223195353,0.1237551280882487,-0.021208023130694056,22.03388905843099,23.8500001695421,1.1059961972616235,0.07614721585748227
COOP,US,2025-02-05,Mortgage Finance,Financial Services,16094831616.0,12.097,0.25873,1.4302071,220.677,0.11429,2.065,7.83,12365000000.0,-2399000000.0,709000000.0,2024-09-30,-497500000.0,0.1307,1.0848225755979906,103.68000030517578,83.11000061035156,0.04405140835988476,0.07114188240016055,-0.030910543947874007,11.69642404919231,13.241379349320024,1.2475033033781757,0.11667631138496543
CORT,US,2025-02-05,Biotechnology,Healthcare,6636959232.0,3.63,0.22563,10.967055,1.063,0.25773,3.7,1.26,317279000.0,340762000.0,143359000.0,2024-09-30,56480000.0,0.2508,1.2628965865621324,66.91000366210938,34.5099983215332,0.02160010254527355,0.21785724597707437,0.008509921189161825,50.22222512865823,53.10317750961062,1.938858502359287,0.05425197730269504
COSM,US,2025-02-05,Medical Distribution,Healthcare,22626142.0,0.021,-0.38187,0.3087781,36.775,-0.56613,1.346,-2.37,28281110.0,11027653.0,-20164277.0,2024-09-30,-367021.5,-0.1584,1.1763296889986223,0.699999988079071,1.0,-0.8911937793018359,-0.5129715478454512,-0.016221125987806492,-0.2864978852654308,-0.2953586447591017,0.699999988079071,0.030000000510896966
CPHC,US,2025-02-05,Gambling,Consumer Cyclical,74094904.0,4.746,0.06179,1.2588727,0.251,0.047270004,2.462,0.94,80215573.0,18810873.0,5562662.0,2024-09-30,900638.5,0.0999,0.6948223976513792,20.75,20.554718017578125,0.07507482565872546,0.05617349934986054,0.012155201658672775,17.025531914893616,22.074468085106385,1.0095005916527229,0.22872289156626507
CPIX,US,2025-02-05,Drug Manufacturers - Specialty & Generic,Healthcare,56386412.0,1.247,-0.29551,2.1254945,87.785,-0.36071998,1.133,-1.34,41511107.0,4148891.0,-10769609.0,2024-09-30,-237438.0,-0.1186,0.19382033051292075,3.759999990463257,1.409999966621399,-0.19099652944755555,-0.2358652972345728,-0.004210908117367,-1.8753731272113856,-2.8059701421367587,2.6666667230303984,0.3316489370113965
CPRX,US,2025-02-05,Biotechnology,Healthcare,2314974720.0,3.709,0.3101,4.166366,0.497,0.28291,5.114,1.21,233012000.0,433603000.0,173973000.0,2024-09-30,68368500.0,0.2582,1.2916505463685495,23.09000015258789,15.489999771118164,0.07515114463107399,0.26097972592875945,0.029533151878220077,16.017355498006523,19.082644754204868,1.4906391538907757,0.1606323072970747
CPSH,US,2025-02-05,Electronic Components,Technology,19664058.0,0.393,-0.0912,1.6259398,1.58,-0.12274,3.987,-0.14,4556294.0,10988028.0,-2917459.0,2024-09-30,-1433564.0,0.103,0.22579489160085067,1.7300000190734863,1.5299999713897705,-0.14836505262545502,-0.18768647484271106,-0.07290275486372141,-9.550000136239188,-12.357142993382045,1.1307189878585726,0.22716762755324935
CRAI,US,2025-02-05,Consulting Services,Industrials,1406142336.0,3.611,0.06412,6.1571774,82.165,0.20910999,1.064,6.31,296803000.0,17283000.0,66442000.0,2024-09-30,14044500.0,0.1543,1.486366647764751,186.22999572753906,153.55735778808594,0.04725126205146845,0.21154078819176914,0.009987964689230437,28.941203760307303,29.513470004364354,1.2127715559194656,0.01939000205575378
CRCT,US,2025-02-05,Computer Hardware,Technology,947266496.0,1.152,0.084680006,2.487607,2.198,0.12412,3.157,0.3,123008000.0,369446000.0,78752000.0,2024-09-30,47936000.0,0.3427,0.7780736215395845,5.519999980926514,5.584053993225098,0.08313605551610262,0.15991747452553945,0.050604555531540724,14.559999936421713,18.399999936421715,0.9885291201739278,0.20869565289502784
CRDO,US,2025-02-05,Semiconductors,Technology,7555918336.0,2.4,-0.12047,23.190388,3.011,-0.05821,7.813,-0.14,100299000.0,488607000.0,-35885000.0,2024-10-31,-12381000.0,-0.0867,3.662659114049773,76.25,24.600000381469727,-0.004749257258251024,-0.060935021888043256,-0.0016385830880425228,-527.4999999999999,-544.6428571428571,3.0995934478698755,0.031475409836065574
CRESY,US,2025-02-05,Conglomerates,Industrials,1608623718400.0,490.412,-0.11946,0.010287189,58.994,-0.18681,1.093,-1.64,2894590000000.0,68306000000.0,124536000000.0,2024-09-30,-864500000.0,0.1011,1.0808198566372864,12.920000076293945,7.110000133514404,0.07741773204977256,0.04203184991980819,-0.0005374159227615179,291.1536584900647,-7.878048827008504,1.8171589076901626,37.957584915175396
CRGO,US,2025-02-05,Integrated Freight & Logistics,Industrials,68091736.0,0.981,-0.95448995,2.7194152,1.498,-0.28721002,3.469,-0.29,32560000.0,32863000.0,-20751000.0,2024-09-30,-2927000.0,-0.5731,1.3926982170981697,4.090000152587891,1.649999976158142,-0.30475063816848497,-0.31718203078428076,-0.04298612683336492,-10.720690181337556,-14.10344880202721,2.4787880070829105,0.239853291785157
CRMT,US,2025-02-05,Auto & Truck Dealerships,Consumer Cyclical,1187810176.0,0.742,-0.026670001,0.6467391,180.898,-0.074829996,18.209,-0.72,183199000.0,1121725000.0,67299000.0,2024-10-31,-19772000.0,0.0947,0.8477850031273413,47.599998474121094,61.279998779296875,0.0566580429767256,0.05157311843448354,-0.01664575737731346,-65.0805534362793,-66.11110899183485,0.776762392661837,0.01558823579381849
CRNC,US,2025-02-05,Software - Application,Technology,290091584.0,2.894,-1.62035,3.2718894,190.121,-1.3517,1.307,-14.99,436849000.0,48701000.0,46313000.0,2024-09-30,8373500.0,0.0394,4.7010274637117675,12.069999694824219,2.440000057220459,0.1596495815611114,0.09538255586448358,0.02886502215796788,-0.6121414072597877,-0.805203448620695,4.946721070397774,0.23976802594626304
CRNT,US,2025-02-05,Communication Equipment,Technology,260594752.0,0.306,0.02871,3.0720205,31.18,0.07707,1.699,0.22,83342000.0,101862000.0,37005000.0,2024-09-30,5078000.0,0.0134,1.713669204636633,4.820000171661377,2.4700000286102295,0.14200209219869478,0.19980669963931663,0.0194861944111599,20.518182598460804,21.909091689369895,1.951417050943679,0.06348547491742655
CRON,US,2025-02-05,Drug Manufacturers - Specialty & Generic,Healthcare,-20168826.0,2.219,-0.5643,0.6518724,0.189,-0.05289,28.293,-0.12,224959000.0,919610000.0,-66353000.0,2024-09-30,2937500.0,-0.0979,0.8045792562824405,1.8799999952316284,2.190000057220459,3.289879143188602,-0.057972040130389695,-0.14564556211650595,2.825000039736429,-15.666666626930237,0.8584474639775664,1.1803191519298937
CROX,US,2025-02-05,Footwear & Accessories,Consumer Cyclical,7257573376.0,3.193,0.20497999,3.2978508,102.834,0.57069,1.43,13.83,3722730000.0,297894000.0,1040797000.0,2024-09-30,331508000.0,0.3401,1.0809213045715849,97.27999877929688,121.05000305175781,0.14340840196556628,0.25886454440902706,0.04567752647134931,6.803109094670779,7.0339840042875545,0.8036348312829245,0.03282278001713477
CRSP,US,2025-02-05,Biotechnology,Healthcare,1747862400.0,22.678,-1.18126,1.7813463,11.731,-0.13066,21.644,-2.83,312239000.0,1854081000.0,-332394000.0,2024-09-30,-101710500.0,-0.1212,1.700895147536925,40.4900016784668,49.65999984741211,-0.19017172061141654,-0.15343716533106835,-0.05819136563610499,-6.293993525959999,-14.307421087797454,0.8153443778267917,0.5600888876243368
CRSR,US,2025-02-05,Computer Hardware,Technology,1194629504.0,0.563,-0.06097,1.6634599,39.723,-0.12201,1.583,-0.95,631113000.0,210429000.0,-43753000.0,2024-09-30,354000.0,0.0759,1.8358584114714356,9.510000228881836,6.025000095367432,-0.036624744201864276,-0.0519914632900081,0.00029632618214659465,-9.417894977770354,-10.010526556717723,1.5784232495189485,0.059200839794953004
CRTO,US,2025-02-05,Advertising Agencies,Communication Services,2039898112.0,4.2,0.05214,2.0007293,10.921,0.09887,1.17,1.74,1068043000.0,165700000.0,145212000.0,2024-09-30,15809500.0,0.0709,0.8046821010477727,38.400001525878906,43.439998626708984,0.07118590832834694,0.11770036385211506,0.007750141983561971,19.655173290735004,22.06896639418328,0.8839779636242611,0.10937499565382816
CRUS,US,2025-02-05,Semiconductors,Technology,5062203904.0,9.0,0.17192,2.7939594,7.915,0.18028,5.342,6.0,1131234000.0,995629000.0,398208000.0,2024-09-30,41253500.0,0.175,1.2800172525017328,101.38999938964844,112.86000061035156,0.07866297121800016,0.18722785623709662,0.008149316144180352,15.398333231608072,16.898333231608074,0.8983696512610945,0.08876615104229765
CRVL,US,2025-02-05,Insurance Brokers,Financial Services,1879474048.0,8.078,0.09641,8.620141,11.211,0.32265,1.707,1.68,155220000.0,150474000.0,101664000.0,2024-09-30,22594000.0,0.3246,1.5464820343646775,124.62999725341797,96.79666900634766,0.05409172853872787,0.3325678619796267,0.012021448247206657,69.37618884132021,74.18452217465355,1.2875442774300951,0.06481585635899917
CRWS,US,2025-02-05,"Furnishings, Fixtures & Appliances",Consumer Cyclical,79842920.0,0.191,0.03727,0.9124237,69.714,0.06425,3.319,0.32,38150000.0,42761000.0,4851000.0,2024-09-30,3277500.0,0.1549,0.07838434989283785,4.480000019073486,4.598025798797607,0.060756795968884905,0.05995476511228387,0.04104935039950944,13.403125059604646,14.000000059604645,0.9743312054153795,0.042633928389915705
CSGS,US,2025-02-05,Software - Infrastructure,Technology,2139453696.0,4.254,0.05523,5.8323607,203.777,0.23702998,1.576,2.32,600206000.0,287731000.0,133741000.0,2024-09-30,35405000.0,0.1554,1.0383282353847183,59.97999954223633,42.490325927734375,0.06251175253292325,0.15061992010694453,0.016548617091453985,24.01982738889497,25.853448078550144,1.4116154261618892,0.07092364175502278
CSIQ,US,2025-02-05,Solar,Technology,4551375872.0,24.39,0.00563,0.26187214,107.934,0.03367,1.036,-0.15,7392776000.0,369062000.0,92495000.0,2024-09-30,-773035500.0,0.074,0.8150600363366628,10.130000114440918,14.0600004196167,0.02032242614129673,0.011916636240024592,-0.16984655228228973,95.06666590372723,-67.5333340962728,0.7204836281731121,2.407699874082983
CSPI,US,2025-02-05,Information Technology Services,Technology,117762032.0,2.959,0.04761,3.835256,2.04,0.05929,3.534,-0.04,14587000.0,36167000.0,-1872000.0,2024-09-30,411500.0,-0.0077,0.8441935995784241,18.950000762939453,14.602656364440918,-0.015896464830022633,-0.03688379241045041,0.003494335084163629,-399.7750190734863,-473.7500190734863,1.297709148938463,0.15614775096932562
CSTE,US,2025-02-05,Building Products & Equipment,Industrials,162719696.0,2.999,-0.12911999,0.5041649,36.334,-0.19424999,2.896,-2.13,212136000.0,220624000.0,-27974000.0,2024-09-30,10398000.0,0.0032,0.9388881891343527,4.599999904632568,5.25,-0.17191526709833577,-0.06464090951104538,0.06390129932396137,-0.7516431477148208,-2.159624368372098,0.8761904580252511,0.6519565352555262
CSTL,US,2025-02-05,Diagnostics & Research,Healthcare,535360512.0,9.99,0.01948,1.7854878,6.063,0.01469,7.784,0.21,169793000.0,300477000.0,-1038000.0,2024-09-30,17864500.0,-0.1241,1.3176730528048413,28.149999618530273,21.850000381469727,-0.0019388803931807358,-0.0022072426478406022,0.03336910287473724,86.47618865966797,134.04761723109655,1.2883294794998434,0.35488455187842677
CSWI,US,2025-02-05,Specialty Industrial Machinery,Industrials,5617942016.0,16.248,0.13766,10.993299,6.017,0.141,3.822,8.25,786732000.0,428748000.0,180542000.0,2024-12-31,34890000.0,0.1264,1.647915391913742,319.8500061035156,298.29522705078125,0.032136679140833624,0.14853555796886828,0.006210459257256955,36.8002431640625,38.76969770951705,1.0722598858380825,0.05079881097373352
CTHR,US,2025-02-05,Luxury Goods,Consumer Cyclical,3469295.0,1.215,-0.77225995,0.14031988,9.105,-0.45777,2.47,-6.0,19672729.0,12670228.0,-18604801.0,2024-03-31,-1966209.0,-0.086,1.2965129298102365,1.4299999475479126,1.6200000047683716,-5.3627036616949555,-0.5752350040226687,-0.566745981532271,-0.03583332459131875,-0.23833332459131876,0.8827160144066634,0.84965038081534
CTKB,US,2025-02-05,Medical Devices,Healthcare,434894528.0,2.156,-0.05049,1.8249159,3.766,-0.02537,6.214,-0.08,101035000.0,327394000.0,-23646000.0,2024-09-30,8610500.0,0.0061,2.004296792084465,5.420000076293945,5.829999923706055,-0.054371803914718374,-0.055192342255076104,0.01979905343853855,-40.800000953674314,-67.75000095367432,0.9296741247379849,0.39778597226039464
CTLP,US,2025-02-05,Information Technology Services,Technology,631611584.0,0.454,0.04899,3.299373,25.124,0.07521,1.603,0.17,188390000.0,46557000.0,15314000.0,2024-09-30,-3652500.0,0.0046,1.1386660427238782,8.420000076293945,6.679999828338623,0.02424591376715472,0.06518065776536835,-0.005782826174385048,46.85882397819967,49.52941221349379,1.2604790857289703,0.05391923941642381
CTNT,US,2025-02-05,Auto & Truck Dealerships,Consumer Cyclical,-135898.0,3.108,-0.06424,0.33733377,14.448,-0.13845,10.977,-30.3,4409274.0,11582996.0,-4006628.0,2024-09-30,-729595.5,2.605,0.7826671470494765,2.0799999237060547,3.7279999256134033,29.482611958969226,-0.25053528986191453,5.368699318606602,0.03392739525722592,-0.06864686216851665,0.5579399048308222,1.4942308240388293
CTRM,US,2025-02-05,Marine Shipping,Industrials,-156338336.0,24.16,0.95542,0.05052145,0.291,0.14003,32.198,3.73,324213612.0,231576682.0,15070951.0,2024-09-30,-5006031.5,0.0723,0.5214784512030544,2.6449999809265137,4.599999904632568,-0.09639958685501168,0.027116254390725292,0.03202049879819624,-5.768096519858844,0.7091152763878052,0.5750000077745191,9.13421556681336
CTRN,US,2025-02-05,Apparel Retail,Consumer Cyclical,345038624.0,7.141,-0.029240001,1.3083234,169.807,-0.15144,1.16,-3.14,283964000.0,23546000.0,-34051000.0,2024-10-31,-9375000.0,0.0893,1.5291401455363665,25.040000915527344,16.6200008392334,-0.09868750230119165,-0.11073135832981042,-0.02717087116600604,-5.7003187629067975,-7.974522584562848,1.5066185108978802,0.285183695643232
CTSO,US,2025-02-05,Medical Devices,Healthcare,75161216.0,0.104,-0.49471,4.1351466,206.22,-1.18499,1.969,-0.35,31206643.0,8167177.0,-22082012.0,2024-09-30,-3837051.0,-0.4563,0.6929388908528048,0.9883000254631042,1.059999942779541,-0.29379529995895753,-0.5608298102647902,-0.05105094361432364,-2.526571501323155,-2.8237143584660123,0.9323585649180087,0.10523120238843157
CURI,US,2025-02-05,Broadcasting,Communication Services,124458760.0,0.599,-0.2856,2.4710078,6.414,-0.21253,1.901,-0.3,48473000.0,18533000.0,-14220000.0,2024-09-30,2225000.0,-0.4094,0.6784148949895682,2.7699999809265137,1.0183483362197876,-0.11425471377024807,-0.2122198012118318,0.01787740774534472,-7.236666603088379,-9.233333269755047,2.7200908396522108,0.2162454888536301
CVCO,US,2025-02-05,Residential Construction,Consumer Cyclical,3517074432.0,47.947,0.08,4.1535625,3.871,0.14376001,2.896,20.17,507780000.0,592765000.0,189239000.0,2024-12-31,41072500.0,0.2044,1.046139350810361,515.8599853515625,363.79998779296875,0.05380579901244467,0.1719502610070465,0.011678029792688789,23.198462337707607,25.57560661138138,1.4179769177043735,0.09294576311695073
CVGI,US,2025-02-05,Auto Parts,Consumer Cyclical,193643312.0,0.955,0.03739,0.3497115,89.157,0.16951,2.306,0.79,149078000.0,196125000.0,11296000.0,2024-09-30,-6983500.0,0.0936,1.0410642777876533,2.0,4.730000019073486,0.058334057000636305,0.032722774715167595,-0.03606372937889019,1.3227848101265822,2.531645569620253,0.4228329792674632,0.4775
CVGW,US,2025-02-05,Food Distribution,Consumer Defensive,491028032.0,0.063,-0.00874,1.9535209,29.564,-0.03963,2.044,0.38,142540000.0,85374000.0,18127000.0,2024-10-31,10878000.0,0.0383,0.5258457467508537,22.360000610351562,22.18470001220703,0.03691642598522766,0.07953438577709136,0.022153521369631297,58.67631739566201,58.84210686934622,1.0079018692183384,0.0028175312289944283
CVLT,US,2025-02-05,Software - Application,Technology,6631253504.0,6.931,0.19749,26.1948,4.502,0.77225,1.202,4.0,447023000.0,64995000.0,84359000.0,2024-12-31,41812500.0,0.1271,1.9015004167950498,167.27999877929688,135.02000427246094,0.012721425888652016,0.1647578796057951,0.006305368958490054,40.087249694824216,41.81999969482422,1.238927518041975,0.04143352493171947
CVRX,US,2025-02-05,Medical Devices,Healthcare,344563520.0,4.128,-1.23748,6.0341625,77.382,-0.79017997,11.316,-2.83,3801000.0,112925000.0,-58877000.0,2024-09-30,-10316000.0,-0.2863,1.5521836315512356,16.25,8.460000038146973,-0.17087415406018605,-0.5044034748042424,-0.029939327297329676,-4.283392226148409,-5.742049469964664,1.920803773844817,0.2540307692307692
CVV,US,2025-02-05,Specialty Industrial Machinery,Industrials,12299882.0,1.458,-0.24338,0.9140625,1.261,-0.19766001,2.39,-0.62,11919000.0,13258000.0,-5540000.0,2024-09-30,-923000.0,-0.1272,0.7789006937716112,3.509999990463257,3.5,-0.4504108250794601,-0.2200421019184176,-0.07504137031558514,-3.309677403972995,-5.661290307198802,1.0028571401323592,0.41538461651322406
CWCO,US,2025-02-05,Utilities - Regulated Water,Utilities,302352928.0,6.105,0.23261999,2.2492402,1.818,0.15925999,7.719,1.65,84420904.0,133860299.0,29779613.0,2024-09-30,14045877.5,0.0823,0.8301405902795224,26.639999389648438,26.69857406616211,0.09849288775533208,0.13642774820147935,0.046455238892212744,12.445454175544509,16.145454175544508,0.9978060747226232,0.229166671917126
CWD,US,2025-02-05,Asset Management,Financial Services,195900544.0,0.087,-0.1984,4.764228,91.202,-0.30241,3.579,-0.45,82443000.0,65475000.0,-14679000.0,2024-09-30,664000.0,-0.0884,0.03211564570716161,0.5860000252723694,0.550000011920929,-0.0749308792118515,-0.09923741532470694,0.0033894750185073505,-1.1088889450497097,-1.302222278383043,1.0654545683112022,0.1484641574197252
CWST,US,2025-02-05,Waste Management,Industrials,7477929472.0,8.244,0.0046,4.4551463,76.825,0.00535,2.551,0.11,2380178000.0,451797000.0,99828000.0,2024-09-30,33770000.0,0.065,0.7154731700662902,107.7699966430664,101.83000183105469,0.013349684611735264,0.035250311178594444,0.004515955937595663,904.78178766424,979.7272422096946,1.0583324629794932,0.0764962443796308
CXDO,US,2025-02-05,Telecom Services,Communication Services,149332864.0,0.57,0.02095,3.2732239,4.942,0.02643,2.14,0.05,38388000.0,12714000.0,1236000.0,2024-09-30,2136500.0,-0.037,2.1846798539099774,5.989999771118164,3.9600000381469727,0.00827681172712257,0.024186920277092874,0.014306964607603053,108.39999542236328,119.79999542236328,1.5126261902565794,0.09515860129884396
CYBR,US,2025-02-05,Software - Infrastructure,Technology,15353875456.0,34.064,0.01382,13.241236,43.508,0.01288,1.73,0.3,519585000.0,819446000.0,-46155000.0,2024-09-30,46645500.0,-0.0737,1.1486310778210473,376.2099914550781,241.52000427246094,-0.003006081437371795,-0.03446895553575683,0.003038027769189168,1140.4866381835936,1254.0333048502605,1.557676319973364,0.09054517629436075
CYRX,US,2025-02-05,Integrated Freight & Logistics,Industrials,338494784.0,5.516,-0.70084,0.89443374,55.753,-0.33148998,5.702,-3.21,351428000.0,288898000.0,-73428000.0,2024-09-30,-9218500.0,-0.0446,1.6322862532805729,6.989999771118164,7.480000019073486,-0.21692505607412846,-0.11467283852287741,-0.0272338022201252,-0.45918995984989536,-2.1775700221551912,0.9344919456275594,0.7891273505889723
DAIO,US,2025-02-05,Electronic Components,Technology,16126650.0,1.34,-0.07533,1.4388835,4.617,-0.091079995,4.875,-0.2,2683000.0,17614000.0,-1573000.0,2024-09-30,228000.0,-0.0365,0.8102224312793711,2.990000009536743,2.3399999141693115,-0.09754040671807226,-0.0774991378036163,0.014138088195626494,-8.250000047683715,-14.950000047683716,1.2777778287219206,0.44816053368762815
DAKT,US,2025-02-05,Electronic Components,Technology,740938944.0,2.075,0.01291,3.2455974,31.893,0.04563,2.17,0.66,129094000.0,242695000.0,65949000.0,2024-10-31,26177000.0,0.1132,1.556634217108095,16.770000457763672,13.289999961853027,0.08900733391603181,0.1773828703915393,0.03532949673110987,22.265152208732836,25.40909160267223,1.2618510538675296,0.12373285291351194
DALN,US,2025-02-05,Publishing,Communication Services,32770346.0,3.195,-0.026819998,12.603978,651.954,-0.68002,1.422,-1.13,31676000.0,2444000.0,-7786000.0,2024-09-30,445500.0,-0.1691,0.9346300773885122,6.96999979019165,4.199999809265137,-0.23759285300191826,-0.22819460726846424,0.013594607759100255,-3.3407077789306645,-6.168141407249249,1.6595238349335004,0.45839312714127767
DASH,US,2025-02-05,Internet Content & Information,Communication Services,76400648192.0,11.95,-0.01694,10.672481,7.02,-0.02517,1.651,-0.45,5517000000.0,2666000000.0,-244000000.0,2024-09-30,447500000.0,-0.0994,1.3359143184709268,194.57000732421875,121.30000305175781,-0.003193690181617458,-0.029817915190028108,0.005857280148663166,-405.8222384982639,-432.37779405381946,1.604039591336178,0.06141748239792837
DAVE,US,2025-02-05,Software - Application,Technology,1260869632.0,5.891,0.12915,8.057413,48.54,0.35104,6.806,3.31,17572000.0,217254000.0,15391000.0,2024-09-30,30474500.0,-0.313,3.077543787562349,98.80000305175781,30.579999923706055,0.012206654525882023,0.06554214609966529,0.02416942975433641,28.069185212011423,29.848943520168522,3.2308699574314463,0.05962550423114779
DAWN,US,2025-02-05,Biotechnology,Healthcare,669514496.0,5.537,-0.82678,2.2050815,0.471,-0.17838,14.618,-0.98,19811000.0,541251000.0,-211455000.0,2024-09-30,-35613000.0,-0.4027,1.0433896197053878,12.149999618530273,13.260000228881836,-0.31583334082134645,-0.37688348168295127,-0.05319227621323975,-6.747958794418647,-12.397958794418647,0.9162895481755836,0.45572017891715655
DCBO,US,2025-02-05,Software - Application,Technology,1181731840.0,2.714,0.08628,27.957134,4.501,0.19969,1.128,0.58,33321000.0,15969000.0,17027000.0,2024-09-30,5170500.0,-0.0291,1.4647697200495235,41.7400016784668,36.25,0.014408514202342217,0.3454453235950497,0.004375358118471277,67.28620979046,71.96552013528759,1.1514483221646012,0.06502155943611575
DCGO,US,2025-02-05,Medical Care Facilities,Healthcare,472367968.0,0.877,0.044359997,1.5522107,17.539,0.09409001,2.185,0.3,165556522.0,178095304.0,47835571.0,2024-09-30,32322682.0,-0.0025,1.8747867479169995,4.949999809265137,3.0999999046325684,0.10126760119348313,0.13919777920807555,0.06842691331686572,13.576666030883791,16.499999364217125,1.596774181143674,0.1771717239985504
DDI,US,2025-02-05,Electronic Gaming & Multimedia,Communication Services,-304766528.0,150.404,0.33283,0.6191518,5.218,0.15100001,21.253,2.31,463927000.0,396352000.0,138085000.0,2024-09-30,32965500.0,0.1317,0.9139589370957979,10.1899995803833,11.109999656677246,-0.453084532957635,0.1605118804480872,-0.10816640599062112,-60.69870148035355,4.41125522960316,0.9171917097458222,14.759961353633587
DDOG,US,2025-02-05,Software - Application,Technology,47312101376.0,9.416,0.07576,18.780426,36.865,0.08663999,2.129,0.55,842037000.0,2009171000.0,72634000.0,2024-09-30,173692000.0,-0.0141,1.3509502017215334,145.8300018310547,104.97000122070312,0.0015352097642580094,0.025474816288394254,0.0036711960565782163,248.02545787464487,265.1454578746449,1.389254073880041,0.06456833217974253
DERM,US,2025-02-05,Drug Manufacturers - Specialty & Generic,Healthcare,110369160.0,1.075,-0.31739,10.151802,192.834,-1.2958299,1.385,-1.02,17882000.0,12829000.0,-18015000.0,2024-09-30,-3166500.0,-0.2282,1.2625062935331126,5.349999904632568,4.869999885559082,-0.16322494435945695,-0.5865976360261795,-0.028690079728793803,-4.191176377090753,-5.2450979457182045,1.098562634569422,0.20093458302104955
DFLI,US,2025-02-05,Electrical Equipment & Parts,Industrials,74772448.0,0.075,-0.58967996,4.924406,926.377,-1.63756,0.897,-3.58,44544000.0,-9927000.0,-21935000.0,2024-09-30,-1095500.0,-0.1618,1.403541326860988,2.2799999713897705,5.400000095367432,-0.29335671877427366,-0.6336482075280931,-0.014651118551047037,-0.6159217797178129,-0.6368715003882041,0.42222220946731903,0.03289473725487981
