ticker,market,date_pulling,industry,sector,enterpriseValue,totalCashPerShare,profitMargins,priceToBook,debtToEquity,returnOnEquity,currentRatio,trailingEps,Total Non Current Assets,Working Capital,Operating Income,ttm_latest,Free Cash Flow,avg_MF_ROC,avg_growth,beta,price_current,price_past,MF_EarningYield,current_MF_ROC,FCF_Yield,PE_offset_Cash,PE,PEG,PriceIndex_6m,percenFCFpersharetoprice,clusterno_kmeans
STPI.bk,SET,2025-02-04,Metal Fabrication,Industrials,6506358784.0,0.484,0.09032,0.61589676,18.903,0.03291,1.668,0.02,11821969000.0,606080000.0,401948999.0,2024-09-30,78882500.0,-0.0088,73.9297659060901,1.2938616131913978,2.9200000762939453,3.0,0.0617778718241677,0.0323420835402242,0.0121239087204939,121.80000381469726,146.0000038146973,0.0197484737068091,0.9733333587646484,0.1657534203267183,0
SUC.bk,SET,2025-02-04,Conglomerates,Industrials,3784587264.0,25.254,0.13659,0.39134088,1.341,0.0637,6.991,5.22,17375636000.0,8139513000.0,483502964.0,2024-09-30,271602500.0,0.0106,12.081728591805623,0.1630627019185064,30.75,29.75,0.1277557974681172,0.018949642974846,0.0717654214459672,1.0528735632183903,5.89080459770115,0.0048757961685189,1.0336134453781514,0.8212682926829269,0
SUN.bk,SET,2025-02-04,Farm Products,Consumer Defensive,2940411648.0,0.109,0.11311,1.7702844,28.884,0.27878,1.444,0.43,1186239097.0,352496491.0,385025789.0,2024-09-30,50889229.5,0.2152,0.1307865395865177,0.6481803478873854,3.359999895095825,3.583902359008789,0.1309428185886441,0.2502221902207671,0.0173068384947439,7.560464872315872,7.813953244408895,0.5974585205108067,0.9375255122812862,0.0324404772033159,2
SUPER.bk,SET,2025-02-04,Utilities - Renewable,Utilities,63680348160.0,0.051,-0.06927,0.28089887,253.205,-0.03898,0.352,0.07,68201149000.0,-21382734000.0,3571647000.0,2024-09-30,339049500.0,0.0633,0.119226938751253,0.6348944962666208,0.209999993443489,0.2599999904632568,0.0560871148352716,0.0762872258704187,0.0053242406770157,2.2714284777641294,2.999999906335558,0.2516209790972284,0.8076923121009354,0.2428571504395026,0
SUSCO.bk,SET,2025-02-04,Oil & Gas Refining & Marketing,Energy,5047797760.0,0.928,0.00801,0.58502513,65.405,0.05473,0.918,0.22,7167242000.0,-264152000.0,-254257000.0,2024-09-30,35826500.0,0.0332,-1.6508292996239682,0.828286243855083,2.6600000858306885,3.1451163291931152,-0.0503698864512353,-0.0368323460942853,0.007097451542908,7.872727662866766,12.090909481048584,-0.0732414277103192,0.8457557073932194,0.3488721691940081,0
SUTHA.bk,SET,2025-02-04,Chemicals,Basic Materials,1878758144.0,0.137,0.06077,0.9397417,80.679,0.08562,0.912,0.23,1363618000.0,-70925000.0,148199106.0,2024-09-30,16857500.0,0.0689,0.1228949414872723,0.1262982673843951,2.640000104904175,2.880000114440918,0.0788814177457,0.1146436980783527,0.0089726823294611,10.88260915175728,11.478261325670324,0.9339897303144148,0.9166666666666666,0.0518939373318595,2
SVI.bk,SET,2025-02-04,Electronic Components,Technology,18109032448.0,0.543,0.06371,2.1587303,43.794,0.20146,1.703,0.59,3343685000.0,4866559000.0,1254884178.0,2024-09-30,859672500.0,0.1645,0.0450633287717255,0.5383759872838183,6.849999904632568,7.349999904632568,0.0692960367486995,0.1528437130492102,0.0474720282526714,10.689830346834862,11.610169329885707,2.576411828939361,0.9319727882329822,0.0792700740963187,2
SVOA.bk,SET,2025-02-04,Electronics & Computer Distribution,Technology,2635537920.0,0.653,0.011849999,0.3935532,78.827,0.03706,1.103,-0.03,1970448000.0,603166000.0,154478784.0,2024-09-30,-63821000.0,0.0543,0.5592311158441428,0.5743596544551883,1.059999942779541,1.7599999904632568,0.0586137588185413,0.0600240688774618,-0.0242155498942697,-13.566664759318034,-35.3333314259847,-0.6318198402220536,0.6022726980245802,0.6160377691037395,0
SVT.bk,SET,2025-02-04,Business Equipment & Supplies,Industrials,886944000.0,0.162,0.02755,0.7599781,1.599,0.05585,0.783,0.09,1413400000.0,-91442000.0,60763577.0,2024-09-30,31297500.0,0.0548,-0.1770127507852805,0.932834293692834,1.399999976158142,1.3700000047683716,0.0685089216455604,0.0459648317117487,0.0352868952267561,13.755555290646024,15.555555290646025,-0.8787816257098436,1.0218977892593823,0.1157142876848883,0
SYMC.bk,SET,2025-02-04,Telecom Services,Communication Services,4032413440.0,0.606,0.10995,1.0064112,23.367,0.07711,0.65,0.44,3695271000.0,-274260000.0,285007600.0,2024-09-30,-28947500.0,0.0718,0.1290802224911231,1.114410778203468,6.75,7.400000095367432,0.0706791613113956,0.0833109276760583,-0.0071787033821611,13.963636363636365,15.340909090909092,1.188478668137103,0.9121621504066808,0.0897777777777777,0
SYNEX.bk,SET,2025-02-04,Electronics & Computer Distribution,Technology,19591794688.0,0.24,0.01566,2.5379653,168.837,0.14932,1.209,0.73,2444933000.0,2249798000.0,727459139.0,2024-09-30,-96277500.0,0.1618,-0.0480793940148224,1.1812434650089207,13.0,12.21517276763916,0.03713080657412,0.1549522515773534,-0.0049141746089739,17.47945205479452,17.808219178082194,-3.703919224229836,1.0642501950066583,0.0184615384615384,2
SYNTEC.bk,SET,2025-02-04,Engineering & Construction,Industrials,800395648.0,2.367,0.05323,0.4154214,25.188,0.06899,1.731,0.28,4987719000.0,2534485000.0,414169604.0,2024-09-30,-38548000.0,0.0055,1.1682121214452128,0.4002452585443656,1.399999976158142,1.4242603778839111,0.5174560919151824,0.0550596080616797,-0.0481611814061237,-3.4535715137209206,4.999999914850507,0.0428004454247994,0.9829663156382868,1.690714314506979,2
TAE.bk,SET,2025-02-04,Chemicals,Basic Materials,2005579008.0,0.051,-0.00328,0.4050786,71.477,-0.00489,0.4,0.02,2497717000.0,-682869000.0,137705760.0,2024-09-30,114134500.0,0.0179,1.9329578785523465,0.7225633487461046,0.6700000166893005,0.6899999976158142,0.0686613488926186,0.075877296611066,0.0569085035018475,30.950000834465023,33.50000083446503,0.1733095232243459,0.9710145202962024,0.0761194010889857,0
TAN.bk,SET,2025-02-04,Luxury Goods,Consumer Cyclical,3137463040.0,0.408,0.10767999,0.97754556,38.019,0.17565,1.561,0.55,1573100000.0,308493000.0,252822645.0,2024-09-30,-7963000.0,0.1107,-10.342307010956995,1.8664759657379169,5.099999904632568,11.600000381469728,0.080581871970036,0.1343662763413766,-0.0025380378664157,8.53090891751376,9.272727099331942,-0.0089658207685268,0.4396551497342619,0.0800000014959597,2
TASCO.bk,SET,2025-02-04,Building Materials,Basic Materials,31185582080.0,1.431,0.021389998,1.7293015,30.178,0.034879997,1.866,0.68,8897040000.0,7669337000.0,1295749691.0,2024-09-30,993844500.0,0.1932,-0.1081298335562276,0.8681418074206175,17.799999237060547,15.699999809265137,0.0415496394351732,0.0782156346556643,0.0318687173274657,24.072057701559626,26.17646946626551,-2.42083693328296,1.1337579269622746,0.0803932618727635,0
TC.bk,SET,2025-02-04,Packaged Foods,Consumer Defensive,2838307072.0,0.659,0.04947,0.8350587,22.67,0.11372,2.519,0.82,939699000.0,1981711000.0,394358667.0,2024-09-30,-116002000.0,0.0876,-3.3036659672363817,0.1321273551391211,6.050000190734863,7.900000095367432,0.1389415087924637,0.1349891548943831,-0.0408701373943516,6.574390476505932,7.378049013091297,-0.0223329146658954,0.7658227997089,0.1089256164006756,2
TCJ.bk,SET,2025-02-04,Farm & Heavy Construction Machinery,Industrials,1009352192.0,2.465,0.0007,0.22778688,30.438,0.00964,1.62,0.2,1704696534.0,385018098.0,44360798.0,2024-09-30,5861425.5,0.0151,1.470456437824485,0.0651776126954997,2.9200000762939453,3.0799999237060547,0.0439497713004421,0.021228160687923,0.0058071162340131,2.2750003814697277,14.600000381469728,0.0992889010916241,0.9480519963066794,0.8441780601350428,0
TCMC.bk,SET,2025-02-04,Textile Manufacturing,Consumer Cyclical,3850150656.0,0.452,-0.02007,0.16785021,137.354,-0.060879998,1.023,-0.25,5092412103.91,77286082.84,-39702586.93000001,2024-09-30,-9460833.485,0.0286,2.126851736898878,1.5605508659097669,0.5299999713897705,0.7200000286102295,-0.0103119567199606,-0.0076798655348504,-0.0024572631905342,-0.311999885559082,-2.119999885559082,-0.0099677840668396,0.7361110421242565,0.8528302347163561,0
TCOAT.bk,SET,2025-02-04,Packaging & Containers,Consumer Cyclical,209046000.0,15.055,0.00635,0.5172864,1.497,0.00751,8.023,0.87,201890000.0,386749000.0,9903000.0,2024-09-30,48891000.0,0.0027,-2.223913667480616,0.699030746103138,25.75,25.0,0.0473723486696707,0.0168235539948933,0.2338767543985534,12.293103448275865,29.597701149425287,-0.1330883549223174,1.03,0.5846601941747572,0
TEAM.bk,SET,2025-02-04,Electronic Components,Technology,1641708672.0,0.684,0.09177,1.3106554,0.072,0.22015,2.522,0.3,426627000.0,980452000.0,199375302.0,2024-09-30,96489000.0,0.1674,0.3515455704214116,1.437502562683728,2.5799999237060547,3.7742221355438232,0.1214437770844643,0.141694462073558,0.0587735215423166,6.319999745686848,8.59999974568685,0.2446339953985962,0.6835845456495119,0.2651162869095998,2
TEAMG.bk,SET,2025-02-04,Engineering & Construction,Industrials,3160737792.0,0.273,0.07566,1.9475138,32.41,0.11132,1.632,0.15,787290000.0,759981000.0,129514154.0,2024-09-30,2534500.0,0.0931,-0.0016404015229478,1.72228395488653,2.859999895095825,2.640000104904175,0.0409759247754772,0.0837048933250865,0.0008018697426958,17.2466659673055,19.066665967305504,-116.23170120594666,1.0833332505491078,0.0954545489557974,0
TEGH.bk,SET,2025-02-04,Specialty Chemicals,Basic Materials,8474121216.0,0.069,0.021259999,1.0601426,157.344,0.086969994,1.115,0.42,3531364000.0,783053000.0,589059323.0,2024-09-30,-65868000.0,0.1694,-0.1431471130387017,1.4364785205649295,3.140000104904175,3.039999961853028,0.0695127327052858,0.1365327744165665,-0.0077728413744701,7.311905011676607,7.476190725962321,-0.5222732451433395,1.0328947843111789,0.0219745215588474,2
TEKA.bk,SET,2025-02-04,Engineering & Construction,Industrials,236160000.0,1.678,0.058530003,0.7599309,7.794,0.1469,1.786,0.42,325057000.0,622908000.0,145099692.0,2024-09-30,30965500.0,0.1987,-0.0768174325407052,0.6337034876800011,2.240000009536743,2.0,0.6144126524390244,0.1530643979471816,0.1311208502710027,1.3380952608017695,5.333333356039865,-0.6942868538614273,1.1200000047683716,0.7491071396678382,2
TFG.bk,SET,2025-02-04,Farm Products,Consumer Defensive,43219881984.0,0.391,-0.00506,1.3084111,161.891,-0.02081,0.797,0.23,25095904000.0,-1112038000.0,2279211000.0,2024-09-30,2587154500.0,0.1328,-15.737550936216394,0.6885325246701212,3.0799999237060547,3.613653898239136,0.0527352434891831,0.095031009596201,0.0598602860821731,11.69130401611328,13.39130401611328,-0.0085091410158973,0.8523228871494527,0.1269480550926519,0
TFI.bk,SET,2025-02-04,Packaging & Containers,Consumer Cyclical,1473415936.0,0.004,-0.62765,0.5,8.952,-0.16656,0.992,-0.02,2558507000.0,-48250000.0,-414734024.0,2024-09-30,-44689000.0,-0.1099,0.2503290624722367,1.594526329573254,0.050000000745058,0.0700000002980232,-0.281477900344903,-0.1652157623701477,-0.0303301999850231,-2.300000037252903,-2.500000037252903,-0.0998685495228973,0.7142857218883475,0.0799999988079071,1
TFM.bk,SET,2025-02-04,Farm Products,Consumer Defensive,2964797952.0,1.892,0.07655,1.4647416,7.584,0.15572,2.85,0.78,1424195000.0,1400140000.0,369577000.0,2024-09-30,246712000.0,0.0871,-1.0528315473225656,0.7283459253400427,7.0,8.76909065246582,0.1246550375382882,0.1308545197365043,0.0832137649830648,6.548717948717949,8.974358974358974,-0.0852402171760666,0.7982583687889734,0.2702857142857143,2
TFMAMA.bk,SET,2025-02-04,Packaged Foods,Consumer Defensive,60038635520.0,47.399,0.14837,2.0752485,0.234,0.135,6.46,13.19,23514816000.0,20620772000.0,5462952926.0,2024-09-30,1320328500.0,0.1196,-0.0357373953474964,-0.0439036373919754,199.0,196.2120819091797,0.0909906242652731,0.1237765978330231,0.0219913142356503,11.493631539044731,15.08718726307809,-4.221680711863916,1.014208697363044,0.2381859296482412,2
TGE.bk,SET,2025-02-04,Utilities - Renewable,Utilities,5697257472.0,0.185,0.26309,1.6430595,31.778,0.10568,2.326,0.1,2717607067.0,356582303.0,283487927.0,2024-09-30,63334198.0,0.0868,0.0671507651303416,0.375598391423412,1.850000023841858,2.200000047683716,0.0497586651811406,0.0922155055789552,0.0111166115119889,16.650000238418578,18.50000023841858,2.7549947051994903,0.8409090835200855,0.0999999987112509,0
TGH.bk,SET,2025-02-04,Insurance - Diversified,Financial Services,25293307904.0,6.239,0.01338,1.039029,233.428,0.03198,1.334,0.07,29706749000.0,40613265000.0,-1009428646.0,2024-09-30,654866500.0,-0.0633,-15.08709977735986,-0.0632110284180948,11.899999618530272,14.899999618530272,-0.0399089217523961,-0.0143547844856799,0.025890899778136,80.87142312186104,169.99999455043246,-0.1126790417370602,0.7986577129660412,0.5242857310923642,0
TGPRO.bk,SET,2025-02-04,Steel,Basic Materials,1057864576.0,0.004,-0.19014,0.19999999,31.152,-0.13859001,0.846,-0.04,1975653000.0,-142566000.0,-168152914.0,2024-09-30,-35255000.0,-0.0132,0.4801656938145369,0.1163080494607765,0.0799999982118606,0.0900000035762786,-0.1589550475693402,-0.0917320967308152,-0.0333265720394062,-1.8999999552965163,-1.9999999552965164,-0.0416522875553248,0.8888888336994052,0.0500000011175871,0
TH.bk,SET,2025-02-04,Financial Conglomerates,Financial Services,261577456.0,0.544,0.31057,0.38247994,0.158,0.080860004,16.249,0.12,966021326.0,606627033.0,147203280.0,2024-09-30,-17593761.0,0.0684,0.1738863817249157,1.2289654458670278,0.6200000047683716,0.6299999952316284,0.5627521662264351,0.0936021578870957,-0.0672602343835013,0.6333333730697629,5.166666706403097,0.2971288869864832,0.9841269991445314,0.877419348090546,2
THANI.bk,SET,2025-02-04,Credit Services,Financial Services,43280875520.0,0.233,0.44825,0.6111894,276.518,0.06509,2.749,0.14,30288505000.0,2330193000.0,620851194.0,2024-09-30,1630072500.0,0.0465,-0.1984192520659617,1.3311536202951664,1.2999999523162842,1.7100000381469729,0.0143447004373353,0.0190335982754431,0.0376626507762475,7.6214282308306,9.285713945116315,-0.4679845251119791,0.7602338732840137,0.1792307758049149,0
THCOM.bk,SET,2025-02-04,Communication Equipment,Technology,12679396352.0,3.141,0.063200004,1.2106279,11.757,0.015190001,3.879,-0.47,9588734000.0,2629105000.0,54562177.0,2024-09-30,-621272500.0,0.017,0.0275154552656378,1.7608497852045877,11.399999618530272,12.100000381469728,0.0043032156646316,0.0044657796685649,-0.0489985865850784,-17.5723396138942,-24.25531833729845,-8.815161553074224,0.9421486991015756,0.2755263250092063,0
THE.bk,SET,2025-02-04,Steel,Basic Materials,2968337408.0,0.196,-0.008640001,0.42669585,114.425,-0.03302,1.018,-0.07,1968379000.0,29792000.0,-87332477.0,2024-09-30,-187014000.0,0.105,5.33622861191149,0.4330612061599941,0.7599999904632568,0.9200000166893004,-0.0294213443406498,-0.0437062078270578,-0.063002945519595,-8.057142720903668,-10.857142720903669,-0.020346097422941,0.8260869311700476,0.2578947400782577,0
THG.bk,SET,2025-02-04,Medical Care Facilities,Healthcare,24173324288.0,1.059,0.00055,1.1696926,103.948,0.00617,0.65,-0.77,19407085532.0,-3923215215.0,-419025791.0,2024-09-30,-11061278.0,0.0703,-0.3736350202909076,1.3589857978964386,13.399999618530272,24.700000762939453,-0.0173342228817081,-0.0270620834727571,-0.0004575819969242,-16.0272722318575,-17.402596907182172,0.4657646088322429,0.5425100892561912,0.0790298529960818,0
THIP.bk,SET,2025-02-04,Packaging & Containers,Consumer Cyclical,1526219008.0,12.118,0.092250004,0.8767449,1.094,0.13121,3.884,3.25,981009000.0,1768172000.0,341332287.0,2024-09-30,-94883500.0,0.1508,-0.1478154841457137,0.356959045234938,25.5,25.41217422485352,0.2236456794279422,0.1241578080890272,-0.062168993769995,4.117538461538461,7.846153846153846,-0.530807302868166,1.0034560511969333,0.4752156862745098,2
TIDLOR.bk,SET,2025-02-04,Credit Services,Financial Services,122964975616.0,0.492,0.2194,1.7732677,243.952,0.14545,3.133,1.4,70380584000.0,2383868000.0,9198519000.0,2024-09-30,-229625000.0,0.1069,0.2129314459054453,2.2686672181770646,16.899999618530273,14.708651542663574,0.0748060084094637,0.1264150110001515,-0.0018674016633572,11.719999727521625,12.071428298950195,0.5669161850481518,1.148983614814079,0.0291124266926336,2
TIPCO.bk,SET,2025-02-04,Beverages - Non-Alcoholic,Consumer Defensive,6138833408.0,0.122,-0.061550003,1.1816497,38.833,-0.037890002,0.74,-0.09,4939509000.0,-1062222000.0,-260098045.0,2024-09-30,-97036500.0,-0.0556,-0.5429462340146768,0.1666834128326466,10.300000190734863,9.75,-0.0423692952248949,-0.0670824844794826,-0.0158069935361894,-113.08889100816516,-114.4444465637207,2.107841244564689,1.0564102759728065,0.0118446599748359,0
TK.bk,SET,2025-02-04,Credit Services,Financial Services,1341148032.0,2.811,0.00327,0.33345285,7.139,0.00127,10.258,-0.07,1616885000.0,3840529000.0,163203000.0,2024-09-30,448494000.0,0.0922,-0.216368077817109,0.6252680387448618,3.740000009536743,4.699999809265137,0.1216890276881828,0.0299048230535561,0.3344105119635294,-13.27142870766776,-53.42857156481061,2.469337071523673,0.7957447151729793,0.751604276158327,0
TKC.bk,SET,2025-02-04,Engineering & Construction,Industrials,5239707648.0,0.329,0.09912,1.1008053,20.132,0.09806,1.795,0.66,2901898291.0,1361300027.0,205003258.0,2024-09-30,78230123.0,0.2919,-0.0247071058284907,1.0957873981484318,10.800000190734863,8.75,0.0391249420334071,0.0480867280169535,0.0149302457800027,15.86515180414373,16.36363665262858,-6.623048756183737,1.2342857360839845,0.0304629624249676,0
TKN.bk,SET,2025-02-04,Packaged Foods,Consumer Defensive,13535281152.0,0.241,0.16947001,5.1980195,30.224,0.39658,1.952,0.64,1204952000.0,1102667000.0,932273092.0,2024-09-30,110019000.0,0.1919,0.1686248079493493,1.2351066254863767,8.350000381469727,8.667367935180664,0.0688772609545864,0.4039978401980569,0.00812831287097,12.670313096046447,13.046875596046448,0.773722191574884,0.9633836297149968,0.0288622741305288,2
TKS.bk,SET,2025-02-04,Specialty Business Services,Industrials,4090900992.0,0.355,0.05678,0.7044984,25.374,0.024600001,0.638,0.16,3997395000.0,-370016000.0,215805532.0,2024-09-30,81947000.0,0.0239,0.3174174519348298,0.8465817728223272,5.449999809265137,6.69735860824585,0.0527525678137947,0.0594935163929658,0.0200315285459736,31.8437488079071,34.062498807907104,1.0731136111224473,0.8137536196068472,0.0651376169585347,0
TNITY.bk,SET,2025-02-04,Capital Markets,Financial Services,4106967040.0,0.426,-0.25909,0.47015154,234.314,-0.051909998,1.149,-0.04,1111899000.0,513751000.0,16046148.0,2024-09-30,47385500.0,0.0082,0.5980699410545723,0.8532864502688302,3.0799999237060547,3.839999914169312,0.0039070554605668,0.0098706043736351,0.0115378330379783,-66.34999809265136,-76.99999809265137,-1.287474805319221,0.802083331393078,0.1383116917377742,0
TNL.bk,SET,2025-02-04,Apparel Manufacturing,Consumer Cyclical,12339135488.0,2.184,0.20455,1.011321,20.79,0.05367,5.959,1.15,6711775000.0,4910785000.0,41374383.0,2024-09-30,-107284000.0,-0.0128,-0.9370569847646528,0.2811412478055091,34.75,27.5,0.0033531022526041,0.0035598338920169,-0.0086946123660231,28.318260869565226,30.217391304347828,-0.322471224222688,1.2636363636363637,0.0628489208633093,0
TNPC.bk,SET,2025-02-04,Auto Parts,Consumer Cyclical,674620032.0,0.082,0.00065,0.5362776,60.494,0.0016699999,1.612,-0.19,551686634.91,286304860.44,-59902915.11,2024-09-30,18418766.465,0.0778,-0.3901712695479974,0.6197987562864252,0.8100000023841858,0.9100000262260436,-0.0887950435334834,-0.0714839177275667,0.0273024303924019,-3.8315789599167673,-4.263157907285188,0.1092637577396187,0.890109867077061,0.1012345676032567,0
TNR.bk,SET,2025-02-04,Household & Personal Products,Consumer Defensive,3049016064.0,0.185,0.2976,2.404747,31.596,0.53572,1.518,1.85,1067292000.0,311061000.0,448014000.0,2024-09-30,-16321000.0,-0.0342,1.3549381929134523,0.3938729036902838,7.699999809265137,10.094117164611816,0.1469372383077087,0.3250357491876174,-0.0053528743887916,4.062162059062236,4.162162059062236,0.0307184643611865,0.7628205303837734,0.0240259746211157,2
TOA.bk,SET,2025-02-04,Specialty Chemicals,Basic Materials,27850301440.0,3.659,0.11283,1.7591925,9.561,0.17426,2.915,1.0,6418476000.0,9024932000.0,2975296740.0,2024-09-30,252619500.0,0.1711,0.0452180903536129,1.057440407823906,12.100000381469728,17.394189834594727,0.1068317607408991,0.1926580415410899,0.0090706199552,8.441000381469728,12.100000381469728,2.67592025378465,0.6956346053786556,0.30239668468139,2
TOG.bk,SET,2025-02-04,Medical Instruments & Supplies,Healthcare,5961733632.0,0.68,0.1244,2.0453582,64.254,0.19428,1.543,0.82,1977894000.0,866563000.0,501756037.0,2024-09-30,-25167000.0,0.1357,0.415540974682822,0.4160674194036981,9.550000190734863,9.178441047668455,0.0841627734434143,0.1763978281267743,-0.0042214230882296,10.8170734033352,11.646341696018126,0.2802693935275012,1.0404817268135955,0.0712041870595685,2
TOP.bk,SET,2025-02-04,Oil & Gas Refining & Marketing,Energy,206461779968.0,11.173,0.0232,0.33808,101.908,0.06158,1.727,4.53,296753784000.0,43773655000.0,10952892340.0,2024-09-30,3884245000.0,0.0624,0.4746551234473163,0.985436244131418,25.75,47.39668273925781,0.0530504597107397,0.0321644927415085,0.0188133852212357,3.2178807947019865,5.6843267108167765,0.119756986283699,0.5432869667621641,0.4339029126213592,0
TOPP.bk,SET,2025-02-04,Packaging & Containers,Consumer Cyclical,722488064.0,66.104,0.07237,0.6166753,6.379,0.0733,6.485,18.29,831287113.0,999606876.0,115078510.0,2024-09-30,-19566012.5,0.0653,-0.1125678621609727,-0.0139327293207179,167.0,168.5,0.1592808459185839,0.062853726480829,-0.0270814335556967,5.516457080371788,9.130672498633134,-0.8111260464000121,0.9910979228486648,0.3958323353293413,2
TPA.bk,SET,2025-02-04,Specialty Chemicals,Basic Materials,380691840.0,0.946,0.01154,0.95265424,2.419,0.02427,1.883,-0.07,227621168.0,190552632.0,-14109996.0,2024-09-30,-11129724.5,0.0289,0.1207726393990418,0.6755119708093521,3.299999952316284,3.680000066757202,-0.0370640883713189,-0.0337419417476656,-0.0292355215704124,-33.62857074737549,-47.1428564616612,-3.903438452305218,0.896739101209916,0.2866666708088884,0
TPAC.bk,SET,2025-02-04,Packaging & Containers,Consumer Cyclical,7080627200.0,0.766,0.06717,1.1512718,109.72,0.18325001,1.077,1.34,4993366000.0,129346000.0,771587018.0,2024-09-30,286536000.0,0.1274,0.120031658311208,0.3278047815563772,8.699999809265137,11.699999809265137,0.1089715637055429,0.1506208074941554,0.0404676015141709,5.920895380048609,6.492537171093385,0.5409020638755215,0.7435897394097114,0.0880459789417744,2
TPBI.bk,SET,2025-02-04,Packaging & Containers,Consumer Cyclical,2536478464.0,0.471,0.0542,0.592867,27.963,0.1094,1.596,0.89,2339523000.0,867348000.0,451362547.0,2024-09-30,69417500.0,0.0759,-0.3262461318257305,0.3538592457787505,3.859999895095825,3.920000076293945,0.1779485035675035,0.140748582340855,0.0273676678060689,3.8078650506694665,4.337078533815534,-0.1329388492530005,0.9846938316249102,0.1220207287047885,2
TPIPL.bk,SET,2025-02-04,Building Materials,Basic Materials,100007919616.0,0.774,0.07253,0.34590107,129.281,0.057800002,1.163,0.06,123250045000.0,7038472000.0,4462203000.0,2024-09-30,-1614237000.0,0.0624,-0.0531276986384378,0.7446259284149568,1.0,1.0726984739303589,0.0446184963864212,0.0342486283729824,-0.0161410916875201,3.7666666666666666,16.666666666666668,-3.137095544095026,0.932228416747912,0.774,0
TPIPP.bk,SET,2025-02-04,Utilities - Renewable,Utilities,48849457152.0,0.455,0.30328,0.7350385,82.208,0.09739,2.556,0.39,55786850000.0,5730248000.0,3206718000.0,2024-09-30,-1254512500.0,0.0865,-0.1701057877561873,0.4441846814365308,2.9600000381469727,2.679871082305908,0.0656449055313342,0.0521272638706071,-0.0256811963354364,6.423077020889673,7.58974368755634,-0.4461778630621741,1.104530758099015,0.1537162142351999,0
TPOLY.bk,SET,2025-02-04,Engineering & Construction,Industrials,7659441664.0,0.416,0.03368,0.35976017,161.938,0.082329996,0.861,-0.09,7013659471.33,-409693377.66,273961875.14000005,2024-09-30,107055736.265,0.0341,-1.354559662992635,1.183109185393037,0.550000011920929,1.0700000524520874,0.0357678649643149,0.0414844460516834,0.0139769634604269,-1.4888890213436554,-6.111111243565878,0.0451151131288272,0.5140186775323143,0.7563636199698963,0
TPP.bk,SET,2025-02-04,Packaging & Containers,Consumer Cyclical,142675008.0,8.502,0.07294,0.47947988,0.403,0.01822,12.514,0.77,652267000.0,388531000.0,32585326.0,2024-09-30,5621500.0,0.0172,0.0110524189739448,0.276872096227672,11.800000190734863,12.800000190734863,0.2283884645024866,0.0313080213451601,0.0394007337290634,4.283117130824497,15.324675572382938,13.865449372223052,0.9218750011641532,0.720508462929993,2
TPRIME.bk,SET,2025-02-04,REIT - Office,Real Estate,5541872128.0,1.27,0.05844,0.6253508,35.43,0.00693,9.868,0.1,8661511000.0,247783000.0,506449410.0,2024-09-30,61442500.0,0.0603,-0.1079757760192953,0.3780620321452317,7.800000190734863,5.649887561798096,0.0913859790162231,0.0568450665114429,0.0110869573640223,65.30000190734863,78.00000190734863,-7.223842678695817,1.3805584811058589,0.1628205088390323,0
TQM.bk,SET,2025-02-04,Insurance Brokers,Financial Services,14475717632.0,2.498,0.2185,3.6914237,60.045,0.28022,2.043,1.32,2080111000.0,1812423000.0,1188683256.0,2024-09-30,-123667500.0,0.2677,0.0664880939674353,0.7628153880020853,17.600000381469727,26.566070556640625,0.082115670270626,0.305375176170587,-0.008543099771898,11.440909379901306,13.333333622325547,2.0053716126763943,0.6624991958801494,0.1419318151055289,2
TR.bk,SET,2025-02-04,Textile Manufacturing,Consumer Cyclical,8484876800.0,0.391,-0.16733,0.25336036,1.991,-0.04974,0.77,-16.89,30775898000.0,-1041128000.0,-3719999000.0,2024-09-30,61571000.0,-0.0355,1.2973200068086848,0.1676257957269214,38.0,39.75,-0.4384269904779289,-0.1251060290696716,0.0072565579266866,-2.2267021906453524,-2.2498519834221438,-0.0173423054575148,0.9559748427672956,0.0102894736842105,1
TRITN.bk,SET,2025-02-04,Engineering & Construction,Industrials,1565582848.0,0.024,-0.97586995,0.91743124,52.83,-0.58333,0.839,-0.06,1131684762.0,-320673179.0,-362956633.0,2024-09-30,-26499726.0,-0.1066,-0.0806156280521784,0.8017931463082969,0.1000000014901161,0.1299999952316284,-0.2318348297336482,-0.4475356956769876,-0.0169264284121743,-1.2666666915019356,-1.6666666915019357,0.2067423813188165,0.7692308089084189,0.2399999964237213,1
TRU.bk,SET,2025-02-04,Auto Parts,Consumer Cyclical,1225202944.0,1.485,0.08293,0.6048387,0.354,0.0508,3.96,0.33,2496304000.0,1371962000.0,59586659.0,2024-09-30,87781000.0,0.0222,-0.2767812629730272,0.1408385681348843,3.319999933242798,2.700000047683716,0.0486341134681439,0.0154039714435356,0.071646089678348,5.560605858311508,10.060605858311508,-0.3634857992281048,1.2296295831887,0.4472891656204136,0
TRUBB.bk,SET,2025-02-04,Specialty Chemicals,Basic Materials,5254015488.0,0.195,-0.03821,0.22365938,118.529,-0.09535,0.567,-0.27,6313678000.0,-1807600000.0,-29142922.0,2024-09-30,-8527000.0,0.05,1.158314939884563,0.6454302272162241,0.8199999928474426,1.0099999904632568,-0.0055467902724233,-0.0064674694934264,-0.0016229491556458,-2.314814788323861,-3.037037010546084,-0.0262194408961759,0.8118811887031139,0.2378048801230647,0
